Concentration,1,2,Vmax1,Km1,Vmax2,Km2,QH,Clint,ClH,BIOA,EXTR,Delta_BIOA,Delta_EXTR
8948.95,0.981193,0.0188068,,,,,,0.026834181,0.026329516,0.981193203,0.018806797,-2.02856E-07,2.85613E-09
8968.97,0.981234,0.0187661,,,,,,0.026774991,0.026272529,0.981233908,0.018766092,9.21791E-08,7.82086E-09
8988.99,0.981274,0.0187256,,,,,,0.026716062,0.026215789,0.981274437,0.018725563,-4.36651E-07,3.6651E-08
9009.01,0.981315,0.0186852,,,,,,0.026657392,0.026159293,0.981314791,0.018685209,2.09322E-07,-9.32179E-09
9029.03,0.981355,0.018645,,,,,,0.026598978,0.02610304,0.981354972,0.018645028,2.80774E-08,-2.80774E-08
9049.05,0.981395,0.018605,,,,,,0.026540821,0.026047028,0.98139498,0.01860502,2.03466E-08,-2.03466E-08
9069.07,0.981435,0.0185652,,,,,,0.026482917,0.025991256,0.981434817,0.018565183,1.8342E-07,1.65797E-08
9089.09,0.981474,0.0185255,,,,,,0.026425265,0.025935723,0.981474483,0.018525517,-4.83348E-07,-1.66523E-08
9109.11,0.981514,0.018486,,,,,,0.026367863,0.025880426,0.981513981,0.018486019,1.87081E-08,-1.87081E-08
9129.13,0.981553,0.0184467,,,,,,0.02631071,0.025825365,0.981553311,0.018446689,-3.11059E-07,1.10594E-08
9149.15,0.981592,0.0184075,,,,,,0.026253805,0.025770537,0.981592473,0.018407527,-4.73298E-07,-2.67024E-08
9169.17,0.981631,0.0183685,,,,,,0.026197145,0.025715942,0.98163147,0.01836853,-4.70031E-07,-2.99693E-08
9189.19,0.98167,0.0183297,,,,,,0.026140729,0.025661578,0.981670302,0.018329698,-3.01907E-07,1.90749E-09
9209.21,0.981709,0.018291,,,,,,0.026084556,0.025607443,0.98170897,0.01829103,3.04233E-08,-3.04233E-08
9229.23,0.981747,0.0182525,,,,,,0.026028624,0.025553536,0.981747474,0.018252526,-4.74376E-07,-2.56239E-08
9249.25,0.981786,0.0182142,,,,,,0.025972931,0.025499855,0.981785818,0.018214182,1.82356E-07,1.7644E-08
9269.27,0.981824,0.018176,,,,,,0.025917476,0.025446399,0.981824,0.018176,-3.07002E-11,3.07002E-11
9289.29,0.981862,0.018138,,,,,,0.025862257,0.025393168,0.981862023,0.018137977,-2.28756E-08,2.28756E-08
9309.31,0.9819,0.0181001,,,,,,0.025807272,0.025340158,0.981899888,0.018100112,1.12481E-07,-1.24814E-08
9329.33,0.981938,0.0180624,,,,,,0.025752522,0.025287369,0.981937593,0.018062407,4.06766E-07,-6.76599E-09
9349.35,0.981975,0.0180249,,,,,,0.025698003,0.0252348,0.981975143,0.018024857,-1.4274E-07,4.274E-08
9369.37,0.982013,0.0179875,,,,,,0.025643714,0.025182449,0.982012537,0.017987463,4.63311E-07,3.66891E-08
9389.39,0.98205,0.0179502,,,,,,0.025589654,0.025130314,0.982049776,0.017950224,2.24266E-07,-2.42656E-08
9409.41,0.982087,0.0179131,,,,,,0.025535822,0.025078395,0.982086861,0.017913139,1.39471E-07,-3.94707E-08
9429.43,0.982124,0.0178762,,,,,,0.025482216,0.02502669,0.982123792,0.017876208,2.07584E-07,-7.58364E-09
9449.45,0.982161,0.0178394,,,,,,0.025428834,0.024975198,0.982160573,0.017839427,4.27261E-07,-2.72611E-08
9469.47,0.982197,0.0178028,,,,,,0.025375675,0.024923917,0.982197202,0.017802798,-2.02152E-07,2.15164E-09
9489.49,0.982234,0.0177663,,,,,,0.025322739,0.024872847,0.982233681,0.017766319,3.1938E-07,-1.93795E-08
9509.51,0.98227,0.01773,,,,,,0.025270022,0.024821985,0.982270011,0.017729989,-1.08682E-08,1.08682E-08
9529.53,0.982306,0.0176938,,,,,,0.025217525,0.024771331,0.982306192,0.017693808,-1.92172E-07,-7.82769E-09
9549.55,0.982342,0.0176578,,,,,,0.025165245,0.024720883,0.982342227,0.017657773,-2.26568E-07,2.65676E-08
9569.57,0.982378,0.0176219,,,,,,0.025113182,0.024670641,0.982378114,0.017621886,-1.14021E-07,1.40213E-08
9589.59,0.982414,0.0175861,,,,,,0.025061334,0.024620602,0.982413856,0.017586144,1.4412E-07,-4.41203E-08
9609.61,0.982449,0.0175505,,,,,,0.025009699,0.024570765,0.982449453,0.017550547,-4.5349E-07,-4.65104E-08
9629.63,0.982485,0.0175151,,,,,,0.024958277,0.02452113,0.982484907,0.017515093,9.31805E-08,6.81949E-09
9649.65,0.98252,0.0174798,,,,,,0.024907065,0.024471695,0.982520218,0.017479782,-2.17906E-07,1.79063E-08
9669.67,0.982555,0.0174446,,,,,,0.024856064,0.024422459,0.982555386,0.017444614,-3.8603E-07,-1.39705E-08
9689.69,0.98259,0.0174096,,,,,,0.024805271,0.024373421,0.982590413,0.017409587,-4.13227E-07,1.32271E-08
9709.71,0.982625,0.0173747,,,,,,0.024754685,0.02432458,0.9826253,0.0173747,-3.00158E-07,1.58251E-10
9729.73,0.98266,0.01734,,,,,,0.024704305,0.024275933,0.982660047,0.017339953,-4.74826E-08,4.74826E-08
9749.75,0.982695,0.0173053,,,,,,0.024654129,0.024227481,0.982694657,0.017305343,3.4345E-07,-4.34501E-08
9769.77,0.982729,0.0172709,,,,,,0.024604157,0.024179222,0.982729127,0.017270873,-1.2733E-07,2.73305E-08
9789.79,0.982763,0.0172365,,,,,,0.024554387,0.024131155,0.982763461,0.017236539,-4.61175E-07,-3.88251E-08
9809.81,0.982798,0.0172023,,,,,,0.024504819,0.024083278,0.982797658,0.017202342,3.41946E-07,-4.19459E-08
9829.83,0.982832,0.0171683,,,,,,0.024455449,0.024035591,0.982831721,0.017168279,2.79301E-07,2.06992E-08
9849.85,0.982866,0.0171344,,,,,,0.024406279,0.023988093,0.982865648,0.017134352,3.52298E-07,4.77019E-08
9869.87,0.982899,0.0171006,,,,,,0.024357305,0.023940782,0.982899442,0.017100558,-4.41794E-07,4.17942E-08
9889.89,0.982933,0.0170669,,,,,,0.024308528,0.023893657,0.982933102,0.017066898,-1.02258E-07,2.25831E-09
9909.91,0.982967,0.0170334,,,,,,0.024259946,0.023846717,0.98296663,0.01703337,3.69553E-07,3.04468E-08
9929.93,0.983,0.017,,,,,,0.024211558,0.023799962,0.983000027,0.016999973,-2.70227E-08,2.70227E-08
9949.95,0.983033,0.0169667,,,,,,0.024163362,0.023753389,0.983033293,0.016966707,-2.93339E-07,-6.66072E-09
9969.97,0.983066,0.0169336,,,,,,0.024115358,0.023706998,0.983066429,0.016933571,-4.2937E-07,2.937E-08
9989.99,0.983099,0.0169006,,,,,,0.024067544,0.023660789,0.983099436,0.016900564,-4.36469E-07,3.64689E-08
10010,0.983132,0.0168677,,,,,,0.024019943,0.023614781,0.983132299,0.016867701,-2.98731E-07,-1.26927E-09
10030,0.983165,0.0168349,,,,,,0.023972553,0.023568976,0.983165018,0.016834982,-1.75072E-08,-8.24928E-08
10050.1,0.983198,0.0168023,,,,,,0.023925115,0.02352312,0.983197772,0.016802228,2.28395E-07,7.16047E-08
10070.1,0.98323,0.0167698,,,,,,0.023878099,0.023477669,0.983230236,0.016769764,-2.36481E-07,3.64811E-08
10090.1,0.983263,0.0167374,,,,,,0.023831267,0.023432393,0.983262576,0.016737424,4.23564E-07,-2.35644E-08
10110.1,0.983295,0.0167052,,,,,,0.023784618,0.023387291,0.983294792,0.016705208,2.07866E-07,-7.86593E-09
10130.1,0.983327,0.0166731,,,,,,0.023738152,0.023342363,0.983326884,0.016673116,1.16448E-07,-1.64482E-08
10150.2,0.983359,0.0166411,,,,,,0.023691636,0.023297384,0.983359012,0.016640988,-1.15999E-08,1.116E-07
10170.2,0.983391,0.0166092,,,,,,0.023645532,0.0232528,0.983390857,0.016609143,1.42844E-07,5.71561E-08
10190.2,0.983423,0.0165774,,,,,,0.023599607,0.023208387,0.983422581,0.016577419,4.18878E-07,-1.88781E-08
10210.2,0.983454,0.0165458,,,,,,0.02355386,0.023164142,0.983454184,0.016545816,-1.84164E-07,-1.58359E-08
10230.2,0.983486,0.0165143,,,,,,0.02350829,0.023120067,0.983485667,0.016514333,3.3305E-07,-3.30497E-08
10250.3,0.983517,0.0164829,,,,,,0.02346267,0.023075939,0.983517186,0.016482814,-1.86299E-07,8.6299E-08
10270.3,0.983548,0.0164516,,,,,,0.023417452,0.023032198,0.98354843,0.01645157,-4.29895E-07,2.98952E-08
10290.3,0.98358,0.0164205,,,,,,0.023372408,0.022988622,0.983579555,0.016420445,4.44761E-07,5.52389E-08
10310.3,0.983611,0.0163894,,,,,,0.023327537,0.022945211,0.983610563,0.016389437,4.37001E-07,-3.70014E-08
10330.3,0.983642,0.0163585,,,,,,0.023282838,0.022901964,0.983641454,0.016358546,5.46157E-07,-4.61571E-08
10350.4,0.983672,0.0163277,,,,,,0.023238087,0.022858665,0.983672383,0.016327617,-3.82567E-07,8.25674E-08
10370.4,0.983703,0.016297,,,,,,0.02319373,0.022815742,0.983703041,0.016296959,-4.09065E-08,4.09065E-08
10390.4,0.983734,0.0162664,,,,,,0.023149541,0.022772981,0.983733585,0.016266415,4.14971E-07,-1.49712E-08
10410.4,0.983764,0.016236,,,,,,0.023105521,0.02273038,0.983764014,0.016235986,-1.42217E-08,1.42217E-08
10430.4,0.983794,0.0162056,,,,,,0.023061668,0.022687938,0.98379433,0.01620567,-3.29846E-07,-7.01537E-08
10450.5,0.983825,0.0161754,,,,,,0.023017763,0.022645443,0.983824683,0.016175317,3.1671E-07,8.32903E-08
10470.5,0.983855,0.0161453,,,,,,0.022974242,0.022603318,0.983854773,0.016145227,2.26893E-07,7.3107E-08
10490.5,0.983885,0.0161153,,,,,,0.022930885,0.022561348,0.983884751,0.016115249,2.48633E-07,5.13665E-08
10510.5,0.983915,0.0160854,,,,,,0.022887692,0.022519534,0.983914618,0.016085382,3.81952E-07,1.80484E-08
10530.5,0.983944,0.0160556,,,,,,0.022844661,0.022477875,0.983944375,0.016055625,-3.74515E-07,-2.54848E-08
10550.6,0.983974,0.0160259,,,,,,0.022801577,0.022436163,0.983974169,0.016025831,-1.69435E-07,6.94354E-08
10570.6,0.984004,0.0159963,,,,,,0.022758869,0.022394812,0.984003706,0.015996294,2.93888E-07,6.1122E-09
10590.6,0.984033,0.0159669,,,,,,0.022716321,0.022353612,0.984033134,0.015966866,-1.33897E-07,3.3897E-08
10610.6,0.984062,0.0159375,,,,,,0.022673931,0.022312564,0.984062454,0.015937546,-4.54153E-07,-4.58465E-08
10630.6,0.984092,0.0159083,,,,,,0.022631699,0.022271667,0.984091667,0.015908333,3.33138E-07,-3.31377E-08
10650.7,0.984121,0.0158792,,,,,,0.022589415,0.022230716,0.984120917,0.015879083,8.27218E-08,1.17278E-07
10670.7,0.98415,0.0158501,,,,,,0.022547497,0.022190117,0.984149916,0.015850084,8.3774E-08,1.6226E-08
10690.7,0.984179,0.0158212,,,,,,0.022505735,0.022149667,0.984178809,0.015821191,1.91048E-07,8.95222E-09
10710.7,0.984208,0.0157924,,,,,,0.022464127,0.022109364,0.984207597,0.015792403,4.03178E-07,-3.17812E-09
10730.7,0.984236,0.0157637,,,,,,0.022422672,0.022069207,0.984236281,0.015763719,-2.80508E-07,-1.94917E-08
10750.8,0.984265,0.0157351,,,,,,0.022381164,0.022028997,0.984265003,0.015734997,-2.54189E-09,1.02542E-07
10770.8,0.984293,0.0157066,,,,,,0.022340015,0.021989131,0.984293478,0.015706522,-4.77815E-07,7.78151E-08
10790.8,0.984322,0.0156782,,,,,,0.022299017,0.02194941,0.98432185,0.01567815,1.49766E-07,5.02344E-08
10810.8,0.98435,0.0156499,,,,,,0.022258169,0.021909831,0.98435012,0.01564988,-1.20474E-07,2.04738E-08
10830.8,0.984378,0.0156217,,,,,,0.022217471,0.021870396,0.984378289,0.015621711,-2.88516E-07,-1.14844E-08
10850.9,0.984406,0.0155936,,,,,,0.022176718,0.021830905,0.984406496,0.015593504,-4.9624E-07,9.62397E-08
10870.9,0.984434,0.0155656,,,,,,0.022136317,0.021791753,0.984434462,0.015565538,-4.61918E-07,6.1918E-08
10890.9,0.984462,0.0155377,,,,,,0.022096062,0.021752741,0.984462328,0.015537672,-3.28115E-07,2.81152E-08
10910.9,0.98449,0.0155099,,,,,,0.022055954,0.021713868,0.984490094,0.015509906,-9.41219E-08,-5.87815E-09
10930.9,0.984518,0.0154822,,,,,,0.022015991,0.021675134,0.984517761,0.015482239,2.38694E-07,-3.86945E-08
10951,0.984545,0.0154546,,,,,,0.021975973,0.021636345,0.984545468,0.015454532,-4.68125E-07,6.81251E-08
10971,0.984573,0.0154271,,,,,,0.021936299,0.021597887,0.984572938,0.015427062,6.16872E-08,3.83128E-08
10991,0.9846,0.0153997,,,,,,0.021896768,0.021559565,0.984600311,0.015399689,-3.11012E-07,1.10122E-08
11011,0.984628,0.0153724,,,,,,0.02185738,0.021521379,0.984627586,0.015372414,4.13793E-07,-1.3793E-08
11031,0.984655,0.0153452,,,,,,0.021818132,0.021483328,0.984654766,0.015345234,2.34042E-07,-3.40415E-08
11051.1,0.984682,0.0153181,,,,,,0.02177883,0.021445222,0.984681985,0.015318015,1.53906E-08,8.46094E-08
11071.1,0.984709,0.0152911,,,,,,0.021739864,0.02140744,0.984708972,0.015291028,2.79514E-08,7.20486E-08
11091.1,0.984736,0.0152641,,,,,,0.021701038,0.02136979,0.984735864,0.015264136,1.36003E-07,-3.60033E-08
11111.1,0.984763,0.0152373,,,,,,0.021662349,0.021332273,0.984762663,0.015237337,3.37484E-07,-3.7484E-08
11131.1,0.984789,0.0152106,,,,,,0.021623799,0.021294887,0.984789366,0.015210634,-3.66206E-07,-3.37944E-08
11151.2,0.984816,0.015184,,,,,,0.021585193,0.021257446,0.98481611,0.01518389,-1.10138E-07,1.10138E-07
11171.2,0.984843,0.0151574,,,,,,0.021546916,0.021220322,0.984842628,0.015157372,3.72407E-07,2.75929E-08
11191.2,0.984869,0.015131,,,,,,0.021508775,0.021183327,0.984869052,0.015130948,-5.22505E-08,5.22505E-08
11211.2,0.984895,0.0151046,,,,,,0.021470769,0.021146461,0.984895385,0.015104615,-3.84789E-07,-1.52114E-08
11231.2,0.984922,0.0150783,,,,,,0.021432896,0.021109723,0.984921627,0.015078373,3.73422E-07,-7.34219E-08
11251.3,0.984948,0.0150522,,,,,,0.021394969,0.02107293,0.984947907,0.015052093,9.28149E-08,1.07185E-07
11271.3,0.984974,0.0150261,,,,,,0.021357363,0.021036447,0.984973967,0.015026033,3.32524E-08,6.67476E-08
11291.3,0.985,0.0150001,,,,,,0.021319889,0.02100009,0.984999936,0.015000064,6.37893E-08,3.62107E-08
11311.3,0.985026,0.0149742,,,,,,0.021282547,0.020963858,0.985025816,0.014974184,1.8444E-07,1.55601E-08
11331.3,0.985052,0.0149484,,,,,,0.021245335,0.020927751,0.985051606,0.014948394,3.93832E-07,6.16763E-09
11351.4,0.985077,0.0149226,,,,,,0.021208068,0.020891589,0.985077436,0.014922564,-4.36248E-07,3.62477E-08
11371.4,0.985103,0.014897,,,,,,0.021171116,0.020855731,0.985103049,0.014896951,-4.93361E-08,4.93361E-08
11391.4,0.985129,0.0148714,,,,,,0.021134292,0.020819995,0.985128575,0.014871425,4.24973E-07,-2.4973E-08
11411.4,0.985154,0.014846,,,,,,0.021097596,0.020784382,0.985154013,0.014845987,-1.33068E-08,1.33068E-08
11431.4,0.985179,0.0148206,,,,,,0.021061028,0.02074889,0.985179364,0.014820636,-3.64162E-07,-3.58383E-08
11451.5,0.985205,0.0147953,,,,,,0.021024404,0.020713343,0.985204755,0.014795245,2.44854E-07,5.51465E-08
11471.5,0.98523,0.0147701,,,,,,0.020988089,0.020678093,0.985229933,0.014770067,6.68024E-08,3.31976E-08
11491.5,0.985255,0.014745,,,,,,0.020951898,0.020642963,0.985255027,0.014744973,-2.65569E-08,2.65569E-08
11511.5,0.98528,0.01472,,,,,,0.020915833,0.020607952,0.985280034,0.014719966,-3.38245E-08,3.38245E-08
11531.5,0.985305,0.014695,,,,,,0.020879891,0.02057306,0.985304957,0.014695043,4.29324E-08,-4.29324E-08
11551.6,0.98533,0.0146701,,,,,,0.020843894,0.020538112,0.98532992,0.01467008,8.02868E-08,1.97132E-08
11571.6,0.985355,0.0146454,,,,,,0.020808199,0.020503456,0.985354674,0.014645326,3.25819E-07,7.41815E-08
11591.6,0.985379,0.0146207,,,,,,0.020772626,0.020468917,0.985379345,0.014620655,-3.4528E-07,4.52803E-08
11611.6,0.985404,0.0145961,,,,,,0.020737174,0.020434493,0.985403934,0.014596066,6.63094E-08,3.36906E-08
11631.6,0.985428,0.0145715,,,,,,0.020701844,0.020400185,0.985428439,0.014571561,-4.38706E-07,-6.12938E-08
11651.7,0.985453,0.0145471,,,,,,0.020666457,0.020365822,0.985452984,0.014547016,1.55209E-08,8.44791E-08
11671.7,0.985477,0.0145227,,,,,,0.020631367,0.020331744,0.985477325,0.014522675,-3.25449E-07,2.54489E-08
11691.7,0.985502,0.0144984,,,,,,0.020596395,0.02029778,0.985501586,0.014498414,4.14238E-07,-1.42382E-08
11711.7,0.985526,0.0144742,,,,,,0.020561542,0.02026393,0.985525765,0.014474235,2.35288E-07,-3.5288E-08
11731.7,0.98555,0.0144501,,,,,,0.020526807,0.020230192,0.985549863,0.014450137,1.37019E-07,-3.70188E-08
11751.8,0.985574,0.0144261,,,,,,0.020492016,0.020196398,0.985574001,0.014425999,-1.28323E-09,1.01283E-07
11771.8,0.985598,0.0144021,,,,,,0.020457515,0.020162885,0.98559794,0.01440206,6.04516E-08,3.95484E-08
11791.8,0.985622,0.0143782,,,,,,0.02042313,0.020129482,0.985621798,0.014378202,2.01515E-07,-1.51521E-09
11811.8,0.985646,0.0143544,,,,,,0.02038886,0.02009619,0.985645579,0.014354421,4.21225E-07,-2.12252E-08
11831.8,0.985669,0.0143307,,,,,,0.020354705,0.020063008,0.98566928,0.01433072,-2.80407E-07,-1.9593E-08
11851.9,0.985693,0.014307,,,,,,0.020320495,0.02002977,0.985693021,0.014306979,-2.13487E-08,2.13487E-08
11871.9,0.985717,0.0142835,,,,,,0.020286568,0.019996807,0.985716567,0.014283433,4.32975E-07,6.70245E-08
11891.9,0.98574,0.01426,,,,,,0.020252755,0.019963952,0.985740035,0.014259965,-3.47025E-08,3.47025E-08
11911.9,0.985763,0.0142366,,,,,,0.020219054,0.019931204,0.985763426,0.014236574,-4.2576E-07,2.57595E-08
11931.9,0.985787,0.0142132,,,,,,0.020185466,0.019898564,0.985786739,0.014213261,2.60509E-07,-6.05095E-08
11952,0.98581,0.01419,,,,,,0.020151821,0.019865869,0.985810094,0.014189906,-9.38914E-08,9.38914E-08
11972,0.985833,0.0141668,,,,,,0.020118455,0.019833442,0.985833256,0.014166744,-2.5572E-07,5.57195E-08
11992,0.985856,0.0141437,,,,,,0.0200852,0.019801121,0.985856342,0.014143658,-3.41577E-07,4.15773E-08
12012,0.985879,0.0141206,,,,,,0.020052054,0.019768906,0.985879353,0.014120647,-3.52842E-07,-4.71576E-08
12032,0.985902,0.0140977,,,,,,0.020019017,0.019736795,0.98590229,0.01409771,-2.89504E-07,-1.04957E-08
12052.1,0.985925,0.0140748,,,,,,0.019985925,0.019704628,0.985925265,0.014074735,-2.65421E-07,6.54212E-08
12072.1,0.985948,0.014052,,,,,,0.019953105,0.019672725,0.985948054,0.014051946,-5.35451E-08,5.3545E-08
12092.1,0.985971,0.0140292,,,,,,0.019920394,0.019640926,0.985970767,0.014029233,2.32966E-07,-3.29656E-08
12112.1,0.985993,0.0140066,,,,,,0.019887789,0.019609229,0.985993408,0.014006592,-4.07962E-07,7.96218E-09
12132.1,0.986016,0.013984,,,,,,0.019855291,0.019577634,0.986015976,0.013984024,2.43762E-08,-2.43762E-08
12152.2,0.986039,0.0139615,,,,,,0.019822737,0.019545984,0.986038583,0.013961417,4.16791E-07,8.32094E-08
12172.2,0.986061,0.013939,,,,,,0.019790451,0.019514592,0.986061006,0.013938994,-5.70259E-09,5.70259E-09
12192.2,0.986083,0.0139167,,,,,,0.01975827,0.019483302,0.986083356,0.013916644,-3.56289E-07,5.62885E-08
12212.2,0.986106,0.0138944,,,,,,0.019726194,0.019452111,0.986105635,0.013894365,3.65043E-07,3.49574E-08
12232.2,0.986128,0.0138721,,,,,,0.019694221,0.01942102,0.986127843,0.013872157,1.56911E-07,-5.69115E-08
12252.3,0.98615,0.01385,,,,,,0.019662193,0.019389874,0.98615009,0.01384991,-9.04251E-08,9.04251E-08
12272.3,0.986172,0.0138279,,,,,,0.019630428,0.019358981,0.986172156,0.013827844,-1.56068E-07,5.60676E-08
12292.3,0.986194,0.0138059,,,,,,0.019598765,0.019328187,0.986194152,0.013805848,-1.51838E-07,5.18384E-08
12312.3,0.986216,0.0137839,,,,,,0.019567204,0.019297491,0.986216078,0.013783922,-7.77279E-08,-2.22721E-08
12332.3,0.986238,0.013762,,,,,,0.019535744,0.019266892,0.986237934,0.013762066,6.55785E-08,-6.55785E-08
12352.4,0.98626,0.0137402,,,,,,0.019504229,0.019236237,0.98625983,0.01374017,1.69703E-07,3.02974E-08
12372.4,0.986282,0.0137185,,,,,,0.019472971,0.019205832,0.986281549,0.013718451,4.51424E-07,4.85762E-08
12392.4,0.986303,0.0136968,,,,,,0.019441814,0.019175523,0.986303198,0.013696802,-1.97631E-07,-2.36854E-09
12412.4,0.986325,0.0136752,,,,,,0.019410756,0.019145309,0.986324779,0.013675221,2.21156E-07,-2.11563E-08
12432.4,0.986346,0.0136537,,,,,,0.019379797,0.019115191,0.986346292,0.013653708,-2.92204E-07,-7.79615E-09
12452.5,0.986368,0.0136322,,,,,,0.019348782,0.019085017,0.986367845,0.013632155,1.54581E-07,4.54194E-08
12472.5,0.986389,0.0136108,,,,,,0.019318021,0.019055087,0.986389223,0.013610777,-2.23053E-07,2.30535E-08
12492.5,0.986411,0.0135895,,,,,,0.019287356,0.019025252,0.986410535,0.013589465,4.65106E-07,3.48938E-08
12512.5,0.986432,0.0135682,,,,,,0.01925679,0.018995509,0.986431779,0.013568221,2.21153E-07,-2.11533E-08
12532.5,0.986453,0.013547,,,,,,0.019226319,0.01896586,0.986452958,0.013547042,4.23164E-08,-4.23164E-08
12552.6,0.986474,0.0135259,,,,,,0.019195794,0.018936155,0.986474175,0.013525825,-1.74965E-07,7.4965E-08
12572.6,0.986495,0.0135048,,,,,,0.019165516,0.01890669,0.986495221,0.013504779,-2.21464E-07,2.14637E-08
12592.6,0.986516,0.0134838,,,,,,0.019135334,0.018877317,0.986516202,0.013483798,-2.02126E-07,2.12565E-09
12612.6,0.986537,0.0134629,,,,,,0.019105247,0.018848035,0.986537118,0.013462882,-1.17638E-07,1.76378E-08
12632.6,0.986558,0.013442,,,,,,0.019075254,0.018818844,0.986557969,0.013442031,3.13132E-08,-3.13132E-08
12652.7,0.986579,0.0134212,,,,,,0.019045206,0.018789598,0.986578859,0.013421141,1.41144E-07,5.88556E-08
12672.7,0.9866,0.0134004,,,,,,0.019015401,0.018760587,0.986599581,0.013400419,4.19042E-07,-1.90417E-08
12692.7,0.98662,0.0133798,,,,,,0.01898569,0.018731666,0.986620239,0.013379761,-2.38573E-07,3.85734E-08
12712.7,0.986641,0.0133592,,,,,,0.018956071,0.018702833,0.986640833,0.013359167,1.66917E-07,3.30833E-08
12732.7,0.986661,0.0133386,,,,,,0.018926544,0.01867409,0.986661364,0.013338636,-3.6448E-07,-3.552E-08
12752.8,0.986682,0.0133181,,,,,,0.018896962,0.018645291,0.986681935,0.013318065,6.50224E-08,3.49776E-08
12772.8,0.986702,0.0132977,,,,,,0.018867619,0.018616724,0.98670234,0.01329766,-3.40129E-07,4.01286E-08
12792.8,0.986723,0.0132773,,,,,,0.018838367,0.018588244,0.986722683,0.013277317,3.17162E-07,-1.71618E-08
12812.8,0.986743,0.013257,,,,,,0.018809206,0.018559852,0.986742963,0.013257037,3.69014E-08,-3.69014E-08
12832.8,0.986763,0.0132368,,,,,,0.018780135,0.018531545,0.986763182,0.013236818,-1.81598E-07,-1.84025E-08
12852.9,0.986783,0.0132166,,,,,,0.018751008,0.018503185,0.98678344,0.01321656,-4.39875E-07,3.98747E-08
12872.9,0.986804,0.0131965,,,,,,0.018722117,0.018475051,0.986803535,0.013196465,4.65168E-07,3.4832E-08
12892.9,0.986824,0.0131764,,,,,,0.018693314,0.018447003,0.986823569,0.013176431,4.30604E-07,-3.06038E-08
12912.9,0.986844,0.0131564,,,,,,0.018664599,0.018419039,0.986843544,0.013156456,4.5644E-07,-5.64402E-08
12932.9,0.986863,0.0131365,,,,,,0.018635973,0.018391161,0.986863457,0.013136543,-4.5662E-07,-4.33802E-08
12953,0.986883,0.0131166,,,,,,0.018607292,0.018363228,0.986883409,0.013116591,-4.08745E-07,8.74537E-09
12973,0.986903,0.0130968,,,,,,0.018578841,0.018335518,0.986903202,0.013096798,-2.01667E-07,1.66703E-09
12993,0.986923,0.0130771,,,,,,0.018550477,0.018307891,0.986922935,0.013077065,6.51456E-08,3.48544E-08
13013,0.986943,0.0130574,,,,,,0.0185222,0.018280348,0.986942608,0.013057392,3.917E-07,8.30038E-09
13033,0.986962,0.0130377,,,,,,0.018494008,0.018252887,0.986962223,0.013037777,-2.23389E-07,-7.66108E-08
13053.1,0.986982,0.0130182,,,,,,0.018465762,0.018225372,0.986981877,0.013018123,1.23168E-07,7.68315E-08
13073.1,0.987001,0.0129987,,,,,,0.018437742,0.018198076,0.987001374,0.012998626,-3.73797E-07,7.37973E-08
13093.1,0.987021,0.0129792,,,,,,0.018409807,0.018170862,0.987020812,0.012979188,1.87615E-07,1.2385E-08
13113.1,0.98704,0.0129598,,,,,,0.018381956,0.018143729,0.987040193,0.012959807,-1.93283E-07,-6.71655E-09
13133.1,0.98706,0.0129405,,,,,,0.018354189,0.018116677,0.987059516,0.012940484,4.83514E-07,1.64858E-08
13153.2,0.987079,0.0129212,,,,,,0.018326368,0.018089571,0.987078878,0.012921122,1.21974E-07,7.80259E-08
13173.2,0.987098,0.0129019,,,,,,0.01829877,0.01806268,0.987098085,0.012901915,-8.51235E-08,-1.48765E-08
13193.2,0.987117,0.0128828,,,,,,0.018271254,0.018035869,0.987117236,0.012882764,-2.35897E-07,3.58965E-08
13213.2,0.987136,0.0128637,,,,,,0.01824382,0.018009138,0.98713633,0.01286367,-3.30338E-07,3.03385E-08
13233.2,0.987155,0.0128446,,,,,,0.018216469,0.017982485,0.987155368,0.012844632,-3.67747E-07,-3.22534E-08
13253.3,0.987174,0.0128256,,,,,,0.018189064,0.017955779,0.987174443,0.012825557,-4.43477E-07,4.34774E-08
13273.3,0.987193,0.0128067,,,,,,0.018161877,0.017929284,0.987193368,0.012806632,-3.68194E-07,6.8194E-08
13293.3,0.987212,0.0127878,,,,,,0.01813477,0.017902867,0.987212238,0.012787762,-2.37945E-07,3.79455E-08
13313.3,0.987231,0.0127689,,,,,,0.018107745,0.017876528,0.987231051,0.012768949,-5.13331E-08,-4.86669E-08
13333.3,0.98725,0.0127502,,,,,,0.0180808,0.017850267,0.98724981,0.01275019,1.90257E-07,9.74286E-09
13353.4,0.987269,0.0127314,,,,,,0.018053801,0.017823951,0.987268606,0.012731394,3.93539E-07,6.461E-09
13373.4,0.987287,0.0127128,,,,,,0.018027017,0.017797844,0.987287254,0.012712746,-2.54203E-07,5.42033E-08
13393.4,0.987306,0.0126942,,,,,,0.018000311,0.017771812,0.987305848,0.012694152,1.51659E-07,4.83412E-08
13413.4,0.987324,0.0126756,,,,,,0.017973685,0.017745857,0.987324387,0.012675613,-3.87476E-07,-1.25238E-08
13433.4,0.987343,0.0126571,,,,,,0.017947137,0.017719978,0.987342873,0.012657127,1.27005E-07,-2.70054E-08
13453.5,0.987361,0.0126386,,,,,,0.017920536,0.017694045,0.987361396,0.012638604,-3.96111E-07,-3.88859E-09
