Concentration,1,2,Vmax1,Km1,Vmax2,Km2,QH,Clint,ClH,BIOA,EXTR,Delta_BIOA,Delta_EXTR
4444.44,0.963265,0.0367349,,,,,,0.053390157,0.051428874,0.96326509,0.03673491,-8.97332E-08,-1.02668E-08
4464.46,0.96342,0.0365799,,,,,,0.053156356,0.0512119,0.963420071,0.036579929,-7.1226E-08,-2.8774E-08
4484.48,0.963574,0.0364262,,,,,,0.052924594,0.050996749,0.96357375,0.03642625,2.49661E-07,-4.96612E-08
4504.5,0.963726,0.0362738,,,,,,0.052694844,0.050783398,0.963726144,0.036273856,-1.43713E-07,-5.62869E-08
4524.52,0.963877,0.0361227,,,,,,0.05246708,0.050571825,0.963877267,0.036122733,-2.67359E-07,-3.26405E-08
4544.54,0.964027,0.0359728,,,,,,0.052241276,0.050362008,0.964027137,0.035972863,-1.3732E-07,-6.26802E-08
4564.56,0.964176,0.0358242,,,,,,0.052017408,0.050153924,0.964175768,0.035824232,2.31661E-07,-3.1661E-08
4584.58,0.964323,0.0356768,,,,,,0.05179545,0.049947553,0.964323177,0.035676823,-1.76519E-07,-2.34809E-08
4604.6,0.964469,0.0355306,,,,,,0.051575379,0.049742873,0.964469376,0.035530624,-3.75999E-07,-2.40008E-08
4624.62,0.964614,0.0353856,,,,,,0.051357169,0.049539864,0.964614383,0.035385617,-3.8294E-07,-1.70603E-08
4644.64,0.964758,0.0352418,,,,,,0.051140798,0.049338505,0.964758211,0.035241789,-2.10871E-07,1.08707E-08
4664.66,0.964901,0.0350991,,,,,,0.050926243,0.049138777,0.964900874,0.035099126,1.25986E-07,-2.59864E-08
4684.68,0.965042,0.0349576,,,,,,0.050713481,0.048940658,0.965042387,0.034957613,-3.86616E-07,-1.33842E-08
4704.7,0.965183,0.0348172,,,,,,0.050502489,0.048744132,0.965182763,0.034817237,2.37049E-07,-3.70492E-08
4724.72,0.965322,0.034678,,,,,,0.050293245,0.048549177,0.965322017,0.034677983,-1.66519E-08,1.66519E-08
4744.74,0.96546,0.0345398,,,,,,0.050085728,0.048355775,0.965460161,0.034539839,-1.60711E-07,-3.92887E-08
4764.76,0.965597,0.0344028,,,,,,0.049879917,0.048163908,0.965597208,0.034402792,-2.08145E-07,8.14451E-09
4784.78,0.965733,0.0342668,,,,,,0.04967579,0.047973558,0.965733173,0.034266827,-1.72656E-07,-2.73435E-08
4804.8,0.965868,0.0341319,,,,,,0.049473327,0.047784706,0.965868067,0.034131933,-6.66429E-08,-3.33571E-08
4824.82,0.966002,0.0339981,,,,,,0.049272507,0.047597336,0.966001903,0.033998097,9.6812E-08,3.18797E-09
4844.84,0.966135,0.0338653,,,,,,0.049073312,0.047411429,0.966134693,0.033865307,3.06602E-07,-6.60224E-09
4864.86,0.966266,0.0337335,,,,,,0.04887572,0.047226969,0.966266451,0.033733549,-4.51066E-07,-4.89341E-08
4884.88,0.966397,0.0336028,,,,,,0.048679713,0.047043938,0.966397187,0.033602813,-1.8734E-07,-1.26598E-08
4904.9,0.966527,0.0334731,,,,,,0.048485272,0.046862321,0.966526914,0.033473086,8.59452E-08,1.40548E-08
4924.92,0.966656,0.0333443,,,,,,0.048292379,0.0466821,0.966655642,0.033344358,3.57604E-07,-5.76036E-08
4944.94,0.966783,0.0332166,,,,,,0.048101014,0.046503261,0.966783385,0.033216615,-3.84905E-07,-1.50945E-08
4964.96,0.96691,0.0330898,,,,,,0.047911159,0.046325786,0.966910153,0.033089847,-1.52807E-07,-4.71928E-08
4984.98,0.967036,0.032964,,,,,,0.047722798,0.046149661,0.967035956,0.032964044,4.3991E-08,-4.3991E-08
5005.01,0.967161,0.0328392,,,,,,0.047535818,0.045974783,0.967160869,0.032839131,1.30755E-07,6.92449E-08
5025.03,0.967285,0.0327153,,,,,,0.047350391,0.045801312,0.967284777,0.032715223,2.23138E-07,7.68623E-08
5045.05,0.967408,0.0325923,,,,,,0.047166404,0.045629145,0.967407754,0.032592246,2.46386E-07,5.36145E-08
5065.07,0.96753,0.0324702,,,,,,0.046983842,0.045458268,0.967529809,0.032470191,1.91191E-07,8.80902E-09
5085.09,0.967651,0.0323491,,,,,,0.046802687,0.045288665,0.967650954,0.032349046,4.62248E-08,5.37752E-08
5105.11,0.967771,0.0322288,,,,,,0.046622925,0.045120324,0.967771197,0.032228803,-1.97183E-07,-2.81674E-09
5125.13,0.967891,0.0321095,,,,,,0.046444537,0.044953229,0.967890551,0.032109449,4.48936E-07,5.10637E-08
5145.15,0.968009,0.031991,,,,,,0.04626751,0.044787367,0.968009023,0.031990977,-2.34482E-08,2.34482E-08
5165.17,0.968127,0.0318734,,,,,,0.046091827,0.044622725,0.968126625,0.031873375,3.7494E-07,2.50598E-08
5185.19,0.968243,0.0317567,,,,,,0.045917473,0.044459289,0.968243365,0.031756635,-3.65298E-07,6.52975E-08
5205.21,0.968359,0.0316408,,,,,,0.045744433,0.044297045,0.968359254,0.031640746,-2.53575E-07,5.35749E-08
5225.23,0.968474,0.0315257,,,,,,0.045572693,0.044135982,0.968474299,0.031525701,-2.98649E-07,-1.35053E-09
5245.25,0.968588,0.0314115,,,,,,0.045402237,0.043976085,0.968588511,0.031411489,-5.10632E-07,1.0632E-08
5265.27,0.968702,0.0312981,,,,,,0.045233052,0.043817343,0.968701898,0.031298102,1.02363E-07,-2.36308E-09
5285.29,0.968814,0.0311856,,,,,,0.045065123,0.043659743,0.968814469,0.031185531,-4.69132E-07,6.91317E-08
5305.31,0.968926,0.0310738,,,,,,0.044898436,0.043503272,0.968926234,0.031073766,-2.33927E-07,3.39267E-08
5325.33,0.969037,0.0309628,,,,,,0.044732978,0.043347919,0.9690372,0.0309628,-2.00174E-07,1.73886E-10
5345.35,0.969147,0.0308526,,,,,,0.044568734,0.043193672,0.969147377,0.030852623,-3.77379E-07,-2.26209E-08
5365.37,0.969257,0.0307433,,,,,,0.044405693,0.043040518,0.969256772,0.030743228,2.27623E-07,7.23769E-08
5385.39,0.969365,0.0306346,,,,,,0.04424384,0.042888447,0.969365395,0.030634605,-3.94697E-07,-5.30322E-09
5405.41,0.969473,0.0305268,,,,,,0.044083162,0.042737446,0.969473253,0.030526747,-2.52538E-07,5.25383E-08
5425.43,0.96958,0.0304197,,,,,,0.043923647,0.042587506,0.969580353,0.030419647,-3.53441E-07,5.34409E-08
5445.45,0.969687,0.0303133,,,,,,0.043765283,0.042438613,0.969686705,0.030313295,2.95045E-07,4.95452E-09
5465.47,0.969792,0.0302077,,,,,,0.043608056,0.042290758,0.969792316,0.030207684,-3.15983E-07,1.5983E-08
5485.49,0.969897,0.0301028,,,,,,0.043451955,0.04214393,0.969897193,0.030102807,-1.93426E-07,-6.57384E-09
5505.51,0.970001,0.0299987,,,,,,0.043296968,0.041998117,0.970001345,0.029998655,-3.44865E-07,4.48653E-08
5525.53,0.970105,0.0298952,,,,,,0.043143082,0.04185331,0.970104779,0.029895221,2.21436E-07,-2.14358E-08
5545.55,0.970207,0.0297925,,,,,,0.042990287,0.041709499,0.970207501,0.029792499,-5.0078E-07,7.79941E-10
5565.57,0.970309,0.0296905,,,,,,0.042838569,0.041566672,0.97030952,0.02969048,-5.20469E-07,2.04686E-08
5585.59,0.970411,0.0295892,,,,,,0.042687919,0.04142482,0.970410843,0.029589157,1.56766E-07,4.32338E-08
5605.61,0.970511,0.0294885,,,,,,0.042538325,0.041283933,0.970511477,0.029488523,-4.76705E-07,-2.32945E-08
5625.63,0.970611,0.0293886,,,,,,0.042389776,0.041144001,0.970611428,0.029388572,-4.2785E-07,2.78503E-08
5645.65,0.970711,0.0292893,,,,,,0.04224226,0.041005014,0.970710704,0.029289296,2.95683E-07,4.31676E-09
5665.67,0.970809,0.0291907,,,,,,0.042095768,0.040866963,0.970809312,0.029190688,-3.11743E-07,1.17433E-08
5685.69,0.970907,0.0290928,,,,,,0.041950288,0.040729839,0.970907258,0.029092742,-2.57796E-07,5.77958E-08
5705.71,0.971005,0.0289955,,,,,,0.04180581,0.040593632,0.971004549,0.028995451,4.51197E-07,4.88026E-08
5725.73,0.971101,0.0288988,,,,,,0.041662324,0.040458333,0.971101191,0.028898809,-1.911E-07,-8.90027E-09
5745.75,0.971197,0.0288028,,,,,,0.04151982,0.040323932,0.971197191,0.028802809,-1.91031E-07,-8.96866E-09
5765.77,0.971293,0.0287075,,,,,,0.041378287,0.040190422,0.971292556,0.028707444,4.44377E-07,5.56232E-08
5785.79,0.971387,0.0286127,,,,,,0.041237716,0.040057793,0.971387291,0.028612709,-2.90561E-07,-9.4387E-09
5805.81,0.971481,0.0285186,,,,,,0.041098096,0.039926036,0.971481403,0.028518597,-4.02887E-07,2.88709E-09
5825.83,0.971575,0.0284251,,,,,,0.040959419,0.039795143,0.971574898,0.028425102,1.02373E-07,-2.37271E-09
5845.85,0.971668,0.0283322,,,,,,0.040821675,0.039665106,0.971667781,0.028332219,2.18836E-07,-1.88362E-08
5865.87,0.97176,0.02824,,,,,,0.040684854,0.039535916,0.97176006,0.02823994,-5.98861E-08,5.98861E-08
5885.89,0.971852,0.0281483,,,,,,0.040548947,0.039407564,0.97185174,0.02814826,2.60484E-07,3.95161E-08
5905.91,0.971943,0.0280572,,,,,,0.040413945,0.039280044,0.971942826,0.028057174,1.74217E-07,2.57826E-08
5925.93,0.972033,0.0279667,,,,,,0.040279839,0.039153346,0.972033324,0.027966676,-3.24421E-07,2.44212E-08
5945.95,0.972123,0.0278768,,,,,,0.04014662,0.039027462,0.972123241,0.027876759,-2.41174E-07,4.11739E-08
5965.97,0.972213,0.0277874,,,,,,0.040014279,0.038902386,0.972212582,0.027787418,4.18211E-07,-1.82107E-08
5985.99,0.972301,0.0276987,,,,,,0.039882808,0.038778108,0.972301351,0.027698649,-3.51347E-07,5.13472E-08
6006.01,0.97239,0.0276105,,,,,,0.039752198,0.038654622,0.972389556,0.027610444,4.44391E-07,5.56088E-08
6026.03,0.972477,0.0275228,,,,,,0.039622441,0.03853192,0.9724772,0.0275228,-1.99666E-07,-3.34008E-10
6046.05,0.972564,0.0274357,,,,,,0.039493528,0.038409995,0.972564289,0.027435711,-2.89292E-07,-1.07078E-08
6066.07,0.972651,0.0273492,,,,,,0.039365451,0.038288839,0.97265083,0.02734917,1.70409E-07,2.95912E-08
6086.09,0.972737,0.0272632,,,,,,0.039238202,0.038168444,0.972736826,0.027263174,1.74328E-07,2.56724E-08
6106.11,0.972822,0.0271777,,,,,,0.039111774,0.038048805,0.972822282,0.027177718,-2.81975E-07,-1.80248E-08
6126.13,0.972907,0.0270928,,,,,,0.038986157,0.037929913,0.972907205,0.027092795,-2.04972E-07,4.97181E-09
6146.15,0.972992,0.0270084,,,,,,0.038861345,0.037811762,0.972991598,0.027008402,4.01564E-07,-1.56353E-09
6166.17,0.973075,0.0269245,,,,,,0.038737329,0.037694344,0.973075468,0.026924532,-4.68177E-07,-3.18233E-08
6186.19,0.973159,0.0268412,,,,,,0.038614102,0.037577654,0.973158819,0.026841181,1.81347E-07,1.86531E-08
6206.21,0.973242,0.0267584,,,,,,0.038491657,0.037461684,0.973241654,0.026758346,3.45669E-07,5.4331E-08
6226.23,0.973324,0.026676,,,,,,0.038369986,0.037346427,0.97332398,0.02667602,1.96427E-08,-1.96427E-08
6246.25,0.973406,0.0265942,,,,,,0.038249081,0.037231878,0.973405802,0.026594198,1.98116E-07,1.88419E-09
6266.27,0.973487,0.0265129,,,,,,0.038128937,0.037118029,0.973487122,0.026512878,-1.22038E-07,2.20382E-08
6286.29,0.973568,0.0264321,,,,,,0.038009544,0.037004874,0.973567947,0.026432053,5.26652E-08,4.73348E-08
6306.31,0.973648,0.0263517,,,,,,0.037890897,0.036892407,0.973648281,0.026351719,-2.8091E-07,-1.90901E-08
6326.33,0.973728,0.0262719,,,,,,0.037772989,0.036780621,0.973728127,0.026271873,-1.27257E-07,2.72572E-08
6346.35,0.973807,0.0261925,,,,,,0.037655812,0.036669511,0.973807492,0.026192508,-4.91553E-07,-8.44722E-09
6366.37,0.973886,0.0261136,,,,,,0.037539359,0.036559071,0.973886378,0.026113622,-3.783E-07,-2.17001E-08
6386.39,0.973965,0.0260352,,,,,,0.037423625,0.036449293,0.973964791,0.026035209,2.09349E-07,-9.34895E-09
6406.41,0.974043,0.0259573,,,,,,0.037308602,0.036340173,0.974042734,0.025957266,2.66204E-07,3.37956E-08
6426.43,0.97412,0.0258798,,,,,,0.037194284,0.036231704,0.974120212,0.025879788,-2.11572E-07,1.15719E-08
6446.45,0.974197,0.0258028,,,,,,0.037080665,0.036123881,0.974197228,0.025802772,-2.27822E-07,2.78223E-08
6466.47,0.974274,0.0257262,,,,,,0.036967737,0.036016697,0.974273788,0.025726212,2.12251E-07,-1.22511E-08
6486.49,0.97435,0.0256501,,,,,,0.036855496,0.035910148,0.974349894,0.025650106,1.06154E-07,-6.15375E-09
6506.51,0.974426,0.0255745,,,,,,0.036743933,0.035804227,0.974425552,0.025574448,4.47997E-07,5.20027E-08
6526.53,0.974501,0.0254992,,,,,,0.036633044,0.03569893,0.974500765,0.025499235,2.3528E-07,-3.528E-08
6546.55,0.974576,0.0254245,,,,,,0.036522823,0.03559425,0.974575536,0.025424464,4.6414E-07,3.58598E-08
6566.57,0.97465,0.0253501,,,,,,0.036413263,0.035490182,0.97464987,0.02535013,1.30034E-07,-3.00343E-08
6586.59,0.974724,0.0252762,,,,,,0.036304358,0.03538672,0.974723771,0.025276229,2.29093E-07,-2.90929E-08
6606.61,0.974797,0.0252028,,,,,,0.036196102,0.035283861,0.974797243,0.025202757,-2.42557E-07,4.25565E-08
6626.63,0.97487,0.0251297,,,,,,0.036088491,0.035181597,0.974870287,0.025129713,-2.87433E-07,-1.25673E-08
6646.65,0.974943,0.0250571,,,,,,0.035981517,0.035079925,0.974942911,0.025057089,8.92271E-08,1.07729E-08
6666.67,0.975015,0.0249849,,,,,,0.035875175,0.034978838,0.975015116,0.024984884,-1.15781E-07,1.57812E-08
6686.69,0.975087,0.0249131,,,,,,0.035769461,0.034878333,0.975086905,0.024913095,9.50139E-08,4.98606E-09
6706.71,0.975158,0.0248417,,,,,,0.035664367,0.034778403,0.975158284,0.024841716,-2.83635E-07,-1.63648E-08
6726.73,0.975229,0.0247708,,,,,,0.035559889,0.034679044,0.975229254,0.024770746,-2.54263E-07,5.42635E-08
6746.75,0.9753,0.0247002,,,,,,0.035456022,0.034580252,0.97529982,0.02470018,1.79913E-07,2.00874E-08
6766.77,0.97537,0.02463,,,,,,0.035352759,0.03448202,0.975369986,0.024630014,1.43141E-08,-1.43141E-08
6786.79,0.97544,0.0245603,,,,,,0.035250097,0.034384345,0.975439753,0.024560247,2.47077E-07,5.29227E-08
6806.81,0.975509,0.0244909,,,,,,0.035148028,0.034287222,0.975509127,0.024490873,-1.27063E-07,2.70627E-08
6826.83,0.975578,0.0244219,,,,,,0.03504655,0.034190647,0.975578109,0.024421891,-1.09295E-07,9.29548E-09
6846.85,0.975647,0.0243533,,,,,,0.034945655,0.034094613,0.975646705,0.024353295,2.95108E-07,4.89211E-09
6866.87,0.975715,0.0242851,,,,,,0.03484534,0.033999118,0.975714916,0.024285084,8.42726E-08,1.57274E-08
6886.89,0.975783,0.0242173,,,,,,0.034745599,0.033904156,0.975782746,0.024217254,2.54281E-07,4.57187E-08
6906.91,0.97585,0.0241498,,,,,,0.034646427,0.033809723,0.975850198,0.024149802,-1.98106E-07,-1.89401E-09
6926.93,0.975917,0.0240827,,,,,,0.03454782,0.033715814,0.975917275,0.024082725,-2.75452E-07,-2.4548E-08
6946.95,0.975984,0.024016,,,,,,0.034449773,0.033622426,0.975983981,0.024016019,1.8998E-08,-1.8998E-08
6966.97,0.97605,0.0239497,,,,,,0.03435228,0.033529554,0.976050319,0.023949681,-3.18685E-07,1.86846E-08
6986.99,0.976116,0.0238837,,,,,,0.034255338,0.033437193,0.97611629,0.02388371,-2.9039E-07,-9.61043E-09
7007.01,0.976182,0.0238181,,,,,,0.034158941,0.03334534,0.9761819,0.0238181,9.99494E-08,5.06444E-11
7027.03,0.976247,0.0237529,,,,,,0.034063086,0.03325399,0.97624715,0.02375285,-1.49562E-07,4.95623E-08
7047.05,0.976312,0.023688,,,,,,0.033967767,0.03316314,0.976312043,0.023687957,-4.28634E-08,4.28634E-08
7067.07,0.976377,0.0236234,,,,,,0.033872979,0.033072784,0.976376583,0.023623417,4.16785E-07,-1.67852E-08
7087.09,0.976441,0.0235592,,,,,,0.03377872,0.032982919,0.976440772,0.023559228,2.28163E-07,-2.81632E-08
7107.11,0.976505,0.0234954,,,,,,0.033684983,0.032893542,0.976504613,0.023495387,3.86643E-07,1.33569E-08
7127.13,0.976568,0.0234319,,,,,,0.033591766,0.032804647,0.976568109,0.023431891,-1.09E-07,8.99959E-09
7147.15,0.976631,0.0233687,,,,,,0.033499063,0.032716232,0.976631263,0.023368737,-2.62716E-07,-3.72839E-08
7167.17,0.976694,0.0233059,,,,,,0.03340687,0.032628292,0.976694077,0.023305923,-7.70976E-08,-2.29024E-08
7187.19,0.976757,0.0232435,,,,,,0.033315183,0.032540823,0.976756555,0.023243445,4.45263E-07,5.47375E-08
7207.21,0.976819,0.0231813,,,,,,0.033223998,0.032453822,0.976818698,0.023181302,3.01769E-07,-1.76885E-09
7227.23,0.976881,0.0231195,,,,,,0.033133311,0.032367285,0.97688051,0.02311949,4.89824E-07,1.01761E-08
7247.25,0.976942,0.023058,,,,,,0.033043117,0.032281209,0.976941994,0.023058006,6.14651E-09,-6.14651E-09
7267.27,0.977003,0.0229969,,,,,,0.032953414,0.032195589,0.977003151,0.022996849,-1.50502E-07,5.05016E-08
7287.29,0.977064,0.022936,,,,,,0.032864196,0.032110422,0.977063984,0.022936016,1.59126E-08,-1.59126E-08
7307.31,0.977124,0.0228755,,,,,,0.032775459,0.032025704,0.977124497,0.022875503,-4.97217E-07,-2.78316E-09
7327.33,0.977185,0.0228153,,,,,,0.032687201,0.031941432,0.977184691,0.022815309,3.08867E-07,-8.86657E-09
7347.35,0.977245,0.0227554,,,,,,0.032599417,0.031857603,0.977244569,0.022755431,4.30871E-07,-3.08714E-08
7367.37,0.977304,0.0226959,,,,,,0.032512103,0.031774213,0.977304134,0.022695866,-1.33814E-07,3.38137E-08
7387.39,0.977363,0.0226366,,,,,,0.032425255,0.031691257,0.977363388,0.022636612,-3.87802E-07,-1.2198E-08
7407.41,0.977422,0.0225777,,,,,,0.032338871,0.031608734,0.977422332,0.022577668,-3.32344E-07,3.23441E-08
7427.43,0.977481,0.022519,,,,,,0.032252945,0.03152664,0.977480971,0.022519029,2.85784E-08,-2.85784E-08
7447.45,0.977539,0.0224607,,,,,,0.032167474,0.031444971,0.977539307,0.022460693,-3.06971E-07,6.97074E-09
7467.47,0.977597,0.0224027,,,,,,0.032082456,0.031363724,0.97759734,0.02240266,-3.40247E-07,4.0247E-08
7487.49,0.977655,0.0223449,,,,,,0.031997886,0.031282895,0.977655075,0.022344925,-7.4555E-08,-2.5445E-08
7507.51,0.977713,0.0222875,,,,,,0.03191376,0.031202482,0.977712513,0.022287487,4.87481E-07,1.25189E-08
7527.53,0.97777,0.0222304,,,,,,0.031830076,0.031122482,0.977769655,0.022230345,3.44601E-07,5.53987E-08
7547.55,0.977826,0.0221735,,,,,,0.031746829,0.031042891,0.977826507,0.022173493,-5.06505E-07,6.50452E-09
7567.57,0.977883,0.0221169,,,,,,0.031664016,0.030963706,0.977883068,0.022116932,-6.77826E-08,-3.22174E-08
7587.59,0.977939,0.0220607,,,,,,0.031581635,0.030884923,0.97793934,0.02206066,-3.40497E-07,4.04973E-08
7607.61,0.977995,0.0220047,,,,,,0.031499681,0.030806541,0.977995328,0.022004672,-3.27964E-07,2.7964E-08
7627.63,0.978051,0.021949,,,,,,0.031418151,0.030728555,0.978051032,0.021948968,-3.21334E-08,3.21334E-08
7647.65,0.978106,0.0218936,,,,,,0.031337043,0.030650964,0.978106454,0.021893546,-4.54274E-07,5.42742E-08
7667.67,0.978162,0.0218384,,,,,,0.031256352,0.030573763,0.978161598,0.021838402,4.02293E-07,-2.29343E-09
7687.69,0.978216,0.0217835,,,,,,0.031176075,0.03049695,0.978216464,0.021783536,-4.64386E-07,-3.56142E-08
7707.71,0.978271,0.021729,,,,,,0.03109621,0.030420522,0.978271056,0.021728944,-5.55847E-08,5.55847E-08
7727.73,0.978325,0.0216746,,,,,,0.031016753,0.030344476,0.978325374,0.021674626,-3.73945E-07,-2.60552E-08
7747.75,0.978379,0.0216206,,,,,,0.030937701,0.03026881,0.978379421,0.021620579,-4.21425E-07,2.14253E-08
7767.77,0.978433,0.0215668,,,,,,0.03085905,0.03019352,0.978433201,0.021566799,-2.00671E-07,6.70604E-10
7787.79,0.978487,0.0215133,,,,,,0.030780799,0.030118603,0.978486712,0.021513288,2.87725E-07,1.22752E-08
7807.81,0.97854,0.02146,,,,,,0.030702944,0.030044057,0.978539959,0.021460041,4.11139E-08,-4.11139E-08
7827.83,0.978593,0.0214071,,,,,,0.030625481,0.02996988,0.978592943,0.021407057,5.6848E-08,4.3152E-08
7847.85,0.978646,0.0213543,,,,,,0.030548409,0.029896068,0.978645666,0.021354334,3.34329E-07,-3.43293E-08
7867.87,0.978698,0.0213019,,,,,,0.030471723,0.029822618,0.97869813,0.02130187,-1.29778E-07,2.97777E-08
7887.89,0.97875,0.0212497,,,,,,0.030395421,0.029749529,0.978750337,0.021249663,-3.36757E-07,3.67574E-08
7907.91,0.978802,0.0211977,,,,,,0.030319501,0.029676797,0.978802288,0.021197712,-2.87895E-07,-1.21047E-08
7927.93,0.978854,0.021146,,,,,,0.030243958,0.029604419,0.978853987,0.021146013,1.34691E-08,-1.34691E-08
7947.95,0.978905,0.0210946,,,,,,0.030168792,0.029532394,0.978905433,0.021094567,-4.32583E-07,3.25834E-08
7967.97,0.978957,0.0210434,,,,,,0.030093998,0.029460719,0.978956629,0.021043371,3.70605E-07,2.93949E-08
7987.99,0.979008,0.0209924,,,,,,0.030019574,0.02938939,0.979007578,0.020992422,4.21744E-07,-2.17443E-08
8008.01,0.979058,0.0209417,,,,,,0.029945517,0.029318406,0.979058281,0.020941719,-2.81141E-07,-1.88585E-08
8028.03,0.979109,0.0208913,,,,,,0.029871824,0.029247764,0.97910874,0.02089126,2.59971E-07,4.00293E-08
8048.05,0.979159,0.020841,,,,,,0.029798494,0.029177462,0.979158956,0.020841044,4.44724E-08,-4.44724E-08
8068.07,0.979209,0.0207911,,,,,,0.029725522,0.029107497,0.979208931,0.020791069,6.90147E-08,3.09853E-08
8088.09,0.979259,0.0207413,,,,,,0.029652908,0.029037867,0.979258666,0.020741334,3.33672E-07,-3.3672E-08
8108.11,0.979308,0.0206918,,,,,,0.029580647,0.028968569,0.979308165,0.020691835,-1.64907E-07,-3.50931E-08
8128.13,0.979357,0.0206426,,,,,,0.029508737,0.028899601,0.979357428,0.020642572,-4.2802E-07,2.80197E-08
8148.15,0.979406,0.0205935,,,,,,0.029437176,0.02883096,0.979406457,0.020593543,-4.56965E-07,-4.30352E-08
8168.17,0.979455,0.0205448,,,,,,0.029365961,0.028762645,0.979455254,0.020544746,-2.53727E-07,5.3727E-08
8188.19,0.979504,0.0204962,,,,,,0.029295091,0.028694653,0.979503819,0.020496181,1.81079E-07,1.89213E-08
8208.21,0.979552,0.0204478,,,,,,0.029224561,0.028626982,0.979552156,0.020447844,-1.55905E-07,-4.40949E-08
8228.23,0.9796,0.0203997,,,,,,0.02915437,0.028559629,0.979600265,0.020399735,-2.65295E-07,-3.47047E-08
8248.25,0.979648,0.0203519,,,,,,0.029084516,0.028492592,0.979648148,0.020351852,-1.48395E-07,4.83954E-08
8268.27,0.979696,0.0203042,,,,,,0.029014995,0.028425869,0.979695808,0.020304192,1.92119E-07,7.88059E-09
8288.29,0.979743,0.0202568,,,,,,0.028945806,0.028359458,0.979743244,0.020256756,-2.4437E-07,4.43705E-08
8308.31,0.97979,0.0202095,,,,,,0.028876946,0.028293356,0.97979046,0.02020954,-4.59857E-07,-4.01433E-08
8328.33,0.979837,0.0201625,,,,,,0.028808413,0.028227562,0.979837456,0.020162544,-4.55646E-07,-4.43537E-08
8348.35,0.979884,0.0201158,,,,,,0.028740205,0.028162074,0.979884233,0.020115767,-2.33047E-07,3.30471E-08
8368.37,0.979931,0.0200692,,,,,,0.028672319,0.028096888,0.979930794,0.020069206,2.05946E-07,-5.94645E-09
8388.39,0.979977,0.0200229,,,,,,0.028604752,0.028032003,0.979977141,0.020022859,-1.40661E-07,4.06612E-08
8408.41,0.980023,0.0199767,,,,,,0.028537504,0.027967418,0.980023273,0.019976727,-2.72809E-07,-2.71913E-08
8428.43,0.980069,0.0199308,,,,,,0.028470571,0.027903129,0.980069193,0.019930807,-1.93179E-07,-6.82094E-09
8448.45,0.980115,0.0198851,,,,,,0.028403951,0.027839135,0.980114903,0.019885097,9.69154E-08,3.08458E-09
8468.47,0.98016,0.0198396,,,,,,0.028337642,0.027775435,0.980160404,0.019839596,-4.03838E-07,3.83818E-09
8488.49,0.980206,0.0197943,,,,,,0.028271642,0.027712025,0.980205697,0.019794303,3.03246E-07,-3.24641E-09
8508.51,0.980251,0.0197492,,,,,,0.028205949,0.027648903,0.980250783,0.019749217,2.16855E-07,-1.68547E-08
8528.53,0.980296,0.0197043,,,,,,0.02814056,0.027586069,0.980295665,0.019704335,3.34985E-07,-3.49851E-08
8548.55,0.98034,0.0196597,,,,,,0.028075474,0.02752352,0.980340343,0.019659657,-3.42992E-07,4.29923E-08
8568.57,0.980385,0.0196152,,,,,,0.028010688,0.027461253,0.980384819,0.019615181,1.80919E-07,1.90806E-08
8588.59,0.980429,0.0195709,,,,,,0.027946201,0.027399268,0.980429094,0.019570906,-9.39109E-08,-6.08906E-09
8608.61,0.980473,0.0195268,,,,,,0.027882009,0.027337562,0.98047317,0.01952683,-1.70175E-07,-2.98251E-08
8628.63,0.980517,0.019483,,,,,,0.027818112,0.027276133,0.980517048,0.019482952,-4.78185E-08,4.78185E-08
8648.65,0.980561,0.0194393,,,,,,0.027754508,0.02721498,0.980560728,0.019439272,2.71839E-07,2.81613E-08
8668.67,0.980604,0.0193958,,,,,,0.027691193,0.027154101,0.980604214,0.019395786,-2.13897E-07,1.38974E-08
8688.69,0.980648,0.0193525,,,,,,0.027628167,0.027093493,0.980647505,0.019352495,4.95025E-07,4.97459E-09
8708.71,0.980691,0.0193094,,,,,,0.027565426,0.027033155,0.980690604,0.019309396,3.95911E-07,4.08864E-09
8728.73,0.980734,0.0192665,,,,,,0.027502971,0.026973085,0.980733511,0.019266489,4.89499E-07,1.05014E-08
8748.75,0.980776,0.0192238,,,,,,0.027440797,0.026913281,0.980776228,0.019223772,-2.27597E-07,2.75972E-08
8768.77,0.980819,0.0191812,,,,,,0.027378904,0.026853743,0.980818755,0.019181245,2.44674E-07,-4.46739E-08
8788.79,0.980861,0.0191389,,,,,,0.02731729,0.026794467,0.980861095,0.019138905,-9.50127E-08,-4.98727E-09
8808.81,0.980903,0.0190968,,,,,,0.027255952,0.026735452,0.980903249,0.019096751,-2.4867E-07,4.86697E-08
8828.83,0.980945,0.0190548,,,,,,0.027194889,0.026676696,0.980945217,0.019054783,-2.16936E-07,1.6936E-08
8848.85,0.980987,0.019013,,,,,,0.027134099,0.026618198,0.980987001,0.019012999,-1.13815E-09,1.13815E-09
8868.87,0.981029,0.0189714,,,,,,0.02707358,0.026559957,0.981028603,0.018971397,3.97396E-07,2.60366E-09
8888.89,0.98107,0.01893,,,,,,0.027013331,0.026501969,0.981070022,0.018929978,-2.1973E-08,2.1973E-08
8908.91,0.981111,0.0188887,,,,,,0.026953349,0.026444234,0.981111261,0.018888739,-2.61262E-07,-3.87376E-08
8928.93,0.981152,0.0188477,,,,,,0.026893633,0.02638675,0.981152321,0.018847679,-3.21113E-07,2.11135E-08
