Function,Concentration,Predicted
2,3403.4,0.0471149
2,3423.42,0.0468603
2,3443.44,0.0466084
2,3463.46,0.0463592
2,3483.48,0.0461126
2,3503.5,0.0458687
2,3523.52,0.0456273
2,3543.54,0.0453884
2,3563.56,0.0451521
2,3583.58,0.0449182
2,3603.6,0.0446867
2,3623.62,0.0444575
2,3643.64,0.0442307
2,3663.66,0.0440062
2,3683.68,0.043784
2,3703.7,0.043564
2,3723.72,0.0433462
2,3743.74,0.0431306
2,3763.76,0.0429171
2,3783.78,0.0427057
2,3803.8,0.0424964
2,3823.82,0.0422892
2,3843.84,0.0420839
2,3863.86,0.0418806
2,3883.88,0.0416793
2,3903.9,0.0414799
2,3923.92,0.0412824
2,3943.94,0.0410868
2,3963.96,0.040893
2,3983.98,0.040701
2,4004,0.0405109
2,4024.02,0.0403225
2,4044.04,0.0401358
2,4064.06,0.0399509
2,4084.08,0.0397676
2,4104.1,0.0395861
2,4124.12,0.0394062
2,4144.14,0.0392279
2,4164.16,0.0390512
2,4184.18,0.0388761
2,4204.2,0.0387026
2,4224.22,0.0385306
2,4244.24,0.0383601
2,4264.26,0.0381911
2,4284.28,0.0380237
2,4304.3,0.0378576
2,4324.32,0.0376931
2,4344.34,0.0375299
2,4364.36,0.0373682
2,4384.38,0.0372078
2,4404.4,0.0370488
2,4424.42,0.0368912
2,4444.44,0.0367349
2,4464.46,0.0365799
2,4484.48,0.0364262
2,4504.5,0.0362738
2,4524.52,0.0361227
2,4544.54,0.0359728
2,4564.56,0.0358242
2,4584.58,0.0356768
2,4604.6,0.0355306
2,4624.62,0.0353856
2,4644.64,0.0352418
2,4664.66,0.0350991
2,4684.68,0.0349576
2,4704.7,0.0348172
2,4724.72,0.034678
2,4744.74,0.0345398
2,4764.76,0.0344028
2,4784.78,0.0342668
2,4804.8,0.0341319
2,4824.82,0.0339981
2,4844.84,0.0338653
2,4864.86,0.0337335
2,4884.88,0.0336028
2,4904.9,0.0334731
2,4924.92,0.0333443
2,4944.94,0.0332166
2,4964.96,0.0330898
2,4984.98,0.032964
2,5005.01,0.0328392
2,5025.03,0.0327153
2,5045.05,0.0325923
2,5065.07,0.0324702
2,5085.09,0.0323491
2,5105.11,0.0322288
2,5125.13,0.0321095
2,5145.15,0.031991
2,5165.17,0.0318734
2,5185.19,0.0317567
2,5205.21,0.0316408
2,5225.23,0.0315257
2,5245.25,0.0314115
2,5265.27,0.0312981
2,5285.29,0.0311856
2,5305.31,0.0310738
2,5325.33,0.0309628
2,5345.35,0.0308526
2,5365.37,0.0307433
2,5385.39,0.0306346
2,5405.41,0.0305268
2,5425.43,0.0304197
2,5445.45,0.0303133
2,5465.47,0.0302077
2,5485.49,0.0301028
2,5505.51,0.0299987
2,5525.53,0.0298952
2,5545.55,0.0297925
2,5565.57,0.0296905
2,5585.59,0.0295892
2,5605.61,0.0294885
2,5625.63,0.0293886
2,5645.65,0.0292893
2,5665.67,0.0291907
2,5685.69,0.0290928
2,5705.71,0.0289955
2,5725.73,0.0288988
2,5745.75,0.0288028
2,5765.77,0.0287075
2,5785.79,0.0286127
2,5805.81,0.0285186
2,5825.83,0.0284251
2,5845.85,0.0283322
2,5865.87,0.02824
2,5885.89,0.0281483
2,5905.91,0.0280572
2,5925.93,0.0279667
2,5945.95,0.0278768
2,5965.97,0.0277874
2,5985.99,0.0276987
2,6006.01,0.0276105
2,6026.03,0.0275228
2,6046.05,0.0274357
2,6066.07,0.0273492
2,6086.09,0.0272632
2,6106.11,0.0271777
2,6126.13,0.0270928
2,6146.15,0.0270084
2,6166.17,0.0269245
2,6186.19,0.0268412
2,6206.21,0.0267584
2,6226.23,0.026676
2,6246.25,0.0265942
2,6266.27,0.0265129
2,6286.29,0.0264321
2,6306.31,0.0263517
2,6326.33,0.0262719
2,6346.35,0.0261925
2,6366.37,0.0261136
2,6386.39,0.0260352
2,6406.41,0.0259573
2,6426.43,0.0258798
2,6446.45,0.0258028
2,6466.47,0.0257262
2,6486.49,0.0256501
2,6506.51,0.0255745
2,6526.53,0.0254992
2,6546.55,0.0254245
2,6566.57,0.0253501
2,6586.59,0.0252762
2,6606.61,0.0252028
2,6626.63,0.0251297
2,6646.65,0.0250571
2,6666.67,0.0249849
2,6686.69,0.0249131
2,6706.71,0.0248417
2,6726.73,0.0247708
2,6746.75,0.0247002
2,6766.77,0.02463
2,6786.79,0.0245603
2,6806.81,0.0244909
2,6826.83,0.0244219
2,6846.85,0.0243533
2,6866.87,0.0242851
2,6886.89,0.0242173
2,6906.91,0.0241498
2,6926.93,0.0240827
2,6946.95,0.024016
2,6966.97,0.0239497
2,6986.99,0.0238837
2,7007.01,0.0238181
2,7027.03,0.0237529
2,7047.05,0.023688
2,7067.07,0.0236234
2,7087.09,0.0235592
2,7107.11,0.0234954
2,7127.13,0.0234319
2,7147.15,0.0233687
2,7167.17,0.0233059
2,7187.19,0.0232435
2,7207.21,0.0231813
2,7227.23,0.0231195
2,7247.25,0.023058
2,7267.27,0.0229969
2,7287.29,0.022936
2,7307.31,0.0228755
2,7327.33,0.0228153
2,7347.35,0.0227554
2,7367.37,0.0226959
2,7387.39,0.0226366
2,7407.41,0.0225777
2,7427.43,0.022519
2,7447.45,0.0224607
2,7467.47,0.0224027
2,7487.49,0.0223449
2,7507.51,0.0222875
2,7527.53,0.0222304
2,7547.55,0.0221735
2,7567.57,0.0221169
2,7587.59,0.0220607
2,7607.61,0.0220047
2,7627.63,0.021949
2,7647.65,0.0218936
2,7667.67,0.0218384
2,7687.69,0.0217835
2,7707.71,0.021729
2,7727.73,0.0216746
2,7747.75,0.0216206
2,7767.77,0.0215668
2,7787.79,0.0215133
2,7807.81,0.02146
2,7827.83,0.0214071
2,7847.85,0.0213543
2,7867.87,0.0213019
2,7887.89,0.0212497
2,7907.91,0.0211977
2,7927.93,0.021146
2,7947.95,0.0210946
2,7967.97,0.0210434
2,7987.99,0.0209924
2,8008.01,0.0209417
2,8028.03,0.0208913
2,8048.05,0.020841
2,8068.07,0.0207911
2,8088.09,0.0207413
2,8108.11,0.0206918
2,8128.13,0.0206426
2,8148.15,0.0205935
2,8168.17,0.0205448
2,8188.19,0.0204962
2,8208.21,0.0204478
2,8228.23,0.0203997
2,8248.25,0.0203519
2,8268.27,0.0203042
2,8288.29,0.0202568
2,8308.31,0.0202095
2,8328.33,0.0201625
2,8348.35,0.0201158
2,8368.37,0.0200692
2,8388.39,0.0200229
2,8408.41,0.0199767
2,8428.43,0.0199308
2,8448.45,0.0198851
2,8468.47,0.0198396
2,8488.49,0.0197943
2,8508.51,0.0197492
2,8528.53,0.0197043
2,8548.55,0.0196597
2,8568.57,0.0196152
2,8588.59,0.0195709
2,8608.61,0.0195268
2,8628.63,0.019483
2,8648.65,0.0194393
2,8668.67,0.0193958
2,8688.69,0.0193525
2,8708.71,0.0193094
2,8728.73,0.0192665
2,8748.75,0.0192238
2,8768.77,0.0191812
2,8788.79,0.0191389
2,8808.81,0.0190968
2,8828.83,0.0190548
2,8848.85,0.019013
2,8868.87,0.0189714
2,8888.89,0.01893
2,8908.91,0.0188887
2,8928.93,0.0188477
2,8948.95,0.0188068
2,8968.97,0.0187661
2,8988.99,0.0187256
2,9009.01,0.0186852
2,9029.03,0.018645
2,9049.05,0.018605
2,9069.07,0.0185652
2,9089.09,0.0185255
2,9109.11,0.018486
2,9129.13,0.0184467
2,9149.15,0.0184075
2,9169.17,0.0183685
2,9189.19,0.0183297
2,9209.21,0.018291
2,9229.23,0.0182525
2,9249.25,0.0182142
2,9269.27,0.018176
2,9289.29,0.018138
2,9309.31,0.0181001
2,9329.33,0.0180624
2,9349.35,0.0180249
2,9369.37,0.0179875
2,9389.39,0.0179502
2,9409.41,0.0179131
2,9429.43,0.0178762
2,9449.45,0.0178394
2,9469.47,0.0178028
2,9489.49,0.0177663
2,9509.51,0.01773
2,9529.53,0.0176938
2,9549.55,0.0176578
2,9569.57,0.0176219
2,9589.59,0.0175861
2,9609.61,0.0175505
2,9629.63,0.0175151
2,9649.65,0.0174798
2,9669.67,0.0174446
2,9689.69,0.0174096
2,9709.71,0.0173747
2,9729.73,0.01734
2,9749.75,0.0173053
2,9769.77,0.0172709
2,9789.79,0.0172365
2,9809.81,0.0172023
2,9829.83,0.0171683
2,9849.85,0.0171344
2,9869.87,0.0171006
2,9889.89,0.0170669
2,9909.91,0.0170334
2,9929.93,0.017
2,9949.95,0.0169667
2,9969.97,0.0169336
2,9989.99,0.0169006
2,10010,0.0168677
2,10030,0.0168349
2,10050.1,0.0168023
2,10070.1,0.0167698
2,10090.1,0.0167374
2,10110.1,0.0167052
2,10130.1,0.0166731
2,10150.2,0.0166411
2,10170.2,0.0166092
2,10190.2,0.0165774
2,10210.2,0.0165458
2,10230.2,0.0165143
2,10250.3,0.0164829
2,10270.3,0.0164516
2,10290.3,0.0164205
2,10310.3,0.0163894
2,10330.3,0.0163585
2,10350.4,0.0163277
2,10370.4,0.016297
2,10390.4,0.0162664
2,10410.4,0.016236
2,10430.4,0.0162056
2,10450.5,0.0161754
2,10470.5,0.0161453
2,10490.5,0.0161153
2,10510.5,0.0160854
2,10530.5,0.0160556
2,10550.6,0.0160259
2,10570.6,0.0159963
2,10590.6,0.0159669
2,10610.6,0.0159375
2,10630.6,0.0159083
2,10650.7,0.0158792
2,10670.7,0.0158501
2,10690.7,0.0158212
2,10710.7,0.0157924
2,10730.7,0.0157637
2,10750.8,0.0157351
2,10770.8,0.0157066
2,10790.8,0.0156782
2,10810.8,0.0156499
2,10830.8,0.0156217
2,10850.9,0.0155936
2,10870.9,0.0155656
2,10890.9,0.0155377
2,10910.9,0.0155099
2,10930.9,0.0154822
2,10951,0.0154546
2,10971,0.0154271
2,10991,0.0153997
2,11011,0.0153724
2,11031,0.0153452
2,11051.1,0.0153181
2,11071.1,0.0152911
2,11091.1,0.0152641
2,11111.1,0.0152373
2,11131.1,0.0152106
2,11151.2,0.015184
2,11171.2,0.0151574
2,11191.2,0.015131
2,11211.2,0.0151046
2,11231.2,0.0150783
2,11251.3,0.0150522
2,11271.3,0.0150261
2,11291.3,0.0150001
2,11311.3,0.0149742
2,11331.3,0.0149484
2,11351.4,0.0149226
2,11371.4,0.014897
2,11391.4,0.0148714
2,11411.4,0.014846
2,11431.4,0.0148206
2,11451.5,0.0147953
2,11471.5,0.0147701
2,11491.5,0.014745
2,11511.5,0.01472
2,11531.5,0.014695
2,11551.6,0.0146701
2,11571.6,0.0146454
2,11591.6,0.0146207
2,11611.6,0.0145961
2,11631.6,0.0145715
2,11651.7,0.0145471
2,11671.7,0.0145227
2,11691.7,0.0144984
2,11711.7,0.0144742
2,11731.7,0.0144501
2,11751.8,0.0144261
2,11771.8,0.0144021
2,11791.8,0.0143782
2,11811.8,0.0143544
2,11831.8,0.0143307
2,11851.9,0.014307
2,11871.9,0.0142835
2,11891.9,0.01426
2,11911.9,0.0142366
2,11931.9,0.0142132
2,11952,0.01419
2,11972,0.0141668
2,11992,0.0141437
2,12012,0.0141206
2,12032,0.0140977
2,12052.1,0.0140748
2,12072.1,0.014052
2,12092.1,0.0140292
2,12112.1,0.0140066
2,12132.1,0.013984
2,12152.2,0.0139615
2,12172.2,0.013939
2,12192.2,0.0139167
2,12212.2,0.0138944
2,12232.2,0.0138721
2,12252.3,0.01385
2,12272.3,0.0138279
2,12292.3,0.0138059
2,12312.3,0.0137839
2,12332.3,0.013762
2,12352.4,0.0137402
2,12372.4,0.0137185
2,12392.4,0.0136968
2,12412.4,0.0136752
2,12432.4,0.0136537
2,12452.5,0.0136322
2,12472.5,0.0136108
2,12492.5,0.0135895
2,12512.5,0.0135682
2,12532.5,0.013547
2,12552.6,0.0135259
2,12572.6,0.0135048
2,12592.6,0.0134838
2,12612.6,0.0134629
2,12632.6,0.013442
2,12652.7,0.0134212
2,12672.7,0.0134004
2,12692.7,0.0133798
2,12712.7,0.0133592
2,12732.7,0.0133386
2,12752.8,0.0133181
2,12772.8,0.0132977
2,12792.8,0.0132773
2,12812.8,0.013257
2,12832.8,0.0132368
2,12852.9,0.0132166
2,12872.9,0.0131965
2,12892.9,0.0131764
2,12912.9,0.0131564
2,12932.9,0.0131365
2,12953,0.0131166
2,12973,0.0130968
2,12993,0.0130771
2,13013,0.0130574
2,13033,0.0130377
2,13053.1,0.0130182
2,13073.1,0.0129987
2,13093.1,0.0129792
2,13113.1,0.0129598
2,13133.1,0.0129405
2,13153.2,0.0129212
2,13173.2,0.0129019
2,13193.2,0.0128828
2,13213.2,0.0128637
2,13233.2,0.0128446
2,13253.3,0.0128256
2,13273.3,0.0128067
2,13293.3,0.0127878
2,13313.3,0.0127689
2,13333.3,0.0127502
2,13353.4,0.0127314
2,13373.4,0.0127128
2,13393.4,0.0126942
2,13413.4,0.0126756
2,13433.4,0.0126571
2,13453.5,0.0126386
2,13473.5,0.0126203
2,13493.5,0.0126019
2,13513.5,0.0125836
2,13533.5,0.0125654
2,13553.6,0.0125472
2,13573.6,0.0125291
2,13593.6,0.012511
2,13613.6,0.012493
2,13633.6,0.012475
2,13653.7,0.0124571
2,13673.7,0.0124392
2,13693.7,0.0124214
2,13713.7,0.0124036
2,13733.7,0.0123859
2,13753.8,0.0123682
2,13773.8,0.0123506
2,13793.8,0.012333
2,13813.8,0.0123155
2,13833.8,0.012298
2,13853.9,0.0122806
2,13873.9,0.0122633
2,13893.9,0.0122459
2,13913.9,0.0122287
2,13933.9,0.0122114
2,13954,0.0121943
2,13974,0.0121771
2,13994,0.0121601
2,14014,0.012143
2,14034,0.0121261
2,14054.1,0.0121091
2,14074.1,0.0120922
2,14094.1,0.0120754
2,14114.1,0.0120586
2,14134.1,0.0120418
2,14154.2,0.0120251
2,14174.2,0.0120085
2,14194.2,0.0119919
2,14214.2,0.0119753
2,14234.2,0.0119588
2,14254.3,0.0119423
2,14274.3,0.0119259
2,14294.3,0.0119095
2,14314.3,0.0118932
2,14334.3,0.0118769
2,14354.4,0.0118606
2,14374.4,0.0118444
2,14394.4,0.0118283
2,14414.4,0.0118122
2,14434.4,0.0117961
2,14454.5,0.0117801
2,14474.5,0.0117641
2,14494.5,0.0117482
2,14514.5,0.0117323
2,14534.5,0.0117164
2,14554.6,0.0117006
2,14574.6,0.0116848
2,14594.6,0.0116691
2,14614.6,0.0116534
2,14634.6,0.0116378
2,14654.7,0.0116222
2,14674.7,0.0116066
2,14694.7,0.0115911
2,14714.7,0.0115756
2,14734.7,0.0115602
2,14754.8,0.0115448
2,14774.8,0.0115294
2,14794.8,0.0115141
2,14814.8,0.0114989
2,14834.8,0.0114836
2,14854.9,0.0114684
2,14874.9,0.0114533
2,14894.9,0.0114382
2,14914.9,0.0114231
2,14934.9,0.0114081
2,14955,0.0113931
2,14975,0.0113781
2,14995,0.0113632
2,15015,0.0113484
2,15035,0.0113335
2,15055.1,0.0113187
2,15075.1,0.011304
2,15095.1,0.0112893
2,15115.1,0.0112746
2,15135.1,0.0112599
2,15155.2,0.0112453
2,15175.2,0.0112308
2,15195.2,0.0112162
2,15215.2,0.0112017
2,15235.2,0.0111873
2,15255.3,0.0111729
2,15275.3,0.0111585
2,15295.3,0.0111442
2,15315.3,0.0111299
2,15335.3,0.0111156
2,15355.4,0.0111014
2,15375.4,0.0110872
2,15395.4,0.011073
2,15415.4,0.0110589
2,15435.4,0.0110448
2,15455.5,0.0110307
2,15475.5,0.0110167
2,15495.5,0.0110027
2,15515.5,0.0109888
2,15535.5,0.0109749
2,15555.6,0.010961
2,15575.6,0.0109472
2,15595.6,0.0109334
2,15615.6,0.0109196
2,15635.6,0.0109059
2,15655.7,0.0108922
2,15675.7,0.0108785
2,15695.7,0.0108649
2,15715.7,0.0108513
2,15735.7,0.0108377
2,15755.8,0.0108242
2,15775.8,0.0108107
2,15795.8,0.0107972
2,15815.8,0.0107838
2,15835.8,0.0107704
2,15855.9,0.010757
2,15875.9,0.0107437
2,15895.9,0.0107304
2,15915.9,0.0107171
2,15935.9,0.0107039
2,15956,0.0106907
2,15976,0.0106775
2,15996,0.0106644
2,16016,0.0106513
2,16036,0.0106382
2,16056.1,0.0106252
2,16076.1,0.0106122
2,16096.1,0.0105992
2,16116.1,0.0105863
2,16136.1,0.0105734
2,16156.2,0.0105605
2,16176.2,0.0105477
2,16196.2,0.0105348
2,16216.2,0.0105221
2,16236.2,0.0105093
2,16256.3,0.0104966
2,16276.3,0.0104839
2,16296.3,0.0104712
2,16316.3,0.0104586
2,16336.3,0.010446
2,16356.4,0.0104334
2,16376.4,0.0104209
2,16396.4,0.0104084
2,16416.4,0.0103959
2,16436.4,0.0103834
2,16456.5,0.010371
2,16476.5,0.0103586
2,16496.5,0.0103463
2,16516.5,0.0103339
2,16536.5,0.0103216
2,16556.6,0.0103094
2,16576.6,0.0102971
2,16596.6,0.0102849
2,16616.6,0.0102727
2,16636.6,0.0102606
2,16656.7,0.0102484
2,16676.7,0.0102363
2,16696.7,0.0102243
2,16716.7,0.0102122
2,16736.7,0.0102002
2,16756.8,0.0101882
2,16776.8,0.0101763
2,16796.8,0.0101643
2,16816.8,0.0101524
2,16836.8,0.0101406
2,16856.9,0.0101287
2,16876.9,0.0101169
2,16896.9,0.0101051
2,16916.9,0.0100933
2,16936.9,0.0100816
2,16957,0.0100699
2,16977,0.0100582
2,16997,0.0100466
2,17017,0.0100349
2,17037,0.0100233
2,17057.1,0.0100118
2,17077.1,0.0100002
2,17097.1,0.0099887
2,17117.1,0.0099772
2,17137.1,0.00996573
2,17157.2,0.00995429
2,17177.2,0.00994288
2,17197.2,0.00993149
2,17217.2,0.00992013
2,17237.2,0.00990879
2,17257.3,0.00989748
2,17277.3,0.00988619
2,17297.3,0.00987493
2,17317.3,0.0098637
2,17337.3,0.00985249
2,17357.4,0.00984131
2,17377.4,0.00983015
2,17397.4,0.00981902
2,17417.4,0.00980791
2,17437.4,0.00979683
2,17457.5,0.00978577
2,17477.5,0.00977474
2,17497.5,0.00976373
2,17517.5,0.00975275
2,17537.5,0.00974179
2,17557.6,0.00973086
2,17577.6,0.00971995
2,17597.6,0.00970907
2,17617.6,0.00969821
2,17637.6,0.00968737
2,17657.7,0.00967656
2,17677.7,0.00966577
2,17697.7,0.00965501
2,17717.7,0.00964427
2,17737.7,0.00963355
2,17757.8,0.00962286
2,17777.8,0.00961219
2,17797.8,0.00960155
2,17817.8,0.00959093
2,17837.8,0.00958033
2,17857.9,0.00956976
2,17877.9,0.00955921
2,17897.9,0.00954868
2,17917.9,0.00953817
2,17937.9,0.00952769
2,17958,0.00951724
2,17978,0.0095068
2,17998,0.00949639
2,18018,0.009486
2,18038,0.00947563
2,18058.1,0.00946529
2,18078.1,0.00945497
2,18098.1,0.00944467
2,18118.1,0.00943439
2,18138.1,0.00942414
2,18158.2,0.0094139
2,18178.2,0.00940369
2,18198.2,0.00939351
2,18218.2,0.00938334
2,18238.2,0.0093732
2,18258.3,0.00936307
2,18278.3,0.00935297
2,18298.3,0.0093429
2,18318.3,0.00933284
2,18338.3,0.0093228
2,18358.4,0.00931279
2,18378.4,0.0093028
2,18398.4,0.00929283
2,18418.4,0.00928288
2,18438.4,0.00927295
2,18458.5,0.00926304
2,18478.5,0.00925316
2,18498.5,0.00924329
2,18518.5,0.00923345
2,18538.5,0.00922363
2,18558.6,0.00921383
2,18578.6,0.00920405
2,18598.6,0.00919429
2,18618.6,0.00918455
2,18638.6,0.00917483
2,18658.7,0.00916513
2,18678.7,0.00915545
2,18698.7,0.00914579
2,18718.7,0.00913616
2,18738.7,0.00912654
2,18758.8,0.00911694
2,18778.8,0.00910737
2,18798.8,0.00909781
2,18818.8,0.00908827
2,18838.8,0.00907876
2,18858.9,0.00906926
2,18878.9,0.00905979
2,18898.9,0.00905033
2,18918.9,0.00904089
2,18938.9,0.00903147
2,18959,0.00902208
2,18979,0.0090127
2,18999,0.00900334
2,19019,0.008994
2,19039,0.00898468
2,19059.1,0.00897538
2,19079.1,0.0089661
2,19099.1,0.00895684
2,19119.1,0.00894759
2,19139.1,0.00893837
2,19159.2,0.00892916
2,19179.2,0.00891998
2,19199.2,0.00891081
2,19219.2,0.00890166
2,19239.2,0.00889253
2,19259.3,0.00888342
2,19279.3,0.00887433
2,19299.3,0.00886526
2,19319.3,0.0088562
2,19339.3,0.00884716
2,19359.4,0.00883815
2,19379.4,0.00882915
2,19399.4,0.00882016
2,19419.4,0.0088112
2,19439.4,0.00880226
2,19459.5,0.00879333
2,19479.5,0.00878442
2,19499.5,0.00877553
2,19519.5,0.00876666
2,19539.5,0.0087578
2,19559.6,0.00874896
2,19579.6,0.00874015
2,19599.6,0.00873134
2,19619.6,0.00872256
2,19639.6,0.00871379
2,19659.7,0.00870505
2,19679.7,0.00869631
2,19699.7,0.0086876
2,19719.7,0.0086789
2,19739.7,0.00867023
2,19759.8,0.00866156
2,19779.8,0.00865292
2,19799.8,0.00864429
2,19819.8,0.00863568
2,19839.8,0.00862709
2,19859.9,0.00861852
2,19879.9,0.00860996
2,19899.9,0.00860142
2,19919.9,0.00859289
2,19939.9,0.00858438
2,19960,0.00857589
2,19980,0.00856742
2,20000,0.00855896
