0.2,10000,1
0.5,6548,1
1,4131,1
2,2517,1
5,6235,1
7,6394,1
10.1,8747,1
16,8701,1
20,21818,1
25,32534,1
0.2,8730,2
0.5,4662,2
1,2317,2
2,1024,2
5,940,2
7,1674,2
10,1378,2
16,3515,2
20,2184,2
25,9120,2
0.2,13766,3
0.5,1409,3
1,889,3
2,220,3
5,46,3
7,90,3
10,95,3
16.1,42,3
20.2,171,3
25,591,3
0.2,10273,4
0.5,262,4
1,26,4
2,3.1,4
5,0.12,4
7,0.23,4
10.1,0.3,4
16.15,0.45,4
20.2,0.57,4
25,1.28,4
