Concentration,1,2,Vmax1,Km1,Vmax2,Km2,QH,Clint,ClH,Delta_Clint,Delta_ClH
10890.9,0.0220961,0.0217528,,,,,,0.022096062,0.021752741,3.78418E-08,5.9208E-08
10910.9,0.0220559,0.0217138,,,,,,0.022055954,0.021713868,-5.37581E-08,-6.7995E-08
10930.9,0.0220159,0.0216751,,,,,,0.022015991,0.021675134,-9.07025E-08,-3.38839E-08
10951,0.0219761,0.0216364,,,,,,0.021975973,0.021636345,1.26528E-07,5.49176E-08
10971,0.0219364,0.0215979,,,,,,0.021936299,0.021597887,1.00538E-07,1.31899E-08
10991,0.0218968,0.0215596,,,,,,0.021896768,0.021559565,3.15561E-08,3.49867E-08
11011,0.0218574,0.0215214,,,,,,0.02185738,0.021521379,2.03542E-08,2.10332E-08
11031,0.0218181,0.0214833,,,,,,0.021818132,0.021483328,-3.23016E-08,-2.79505E-08
11051.1,0.0217789,0.0214453,,,,,,0.02177883,0.021445222,6.95302E-08,7.79976E-08
11071.1,0.0217399,0.0214075,,,,,,0.021739864,0.02140744,3.5545E-08,6.04269E-08
11091.1,0.0217011,0.0213698,,,,,,0.021701038,0.02136979,6.23751E-08,9.95921E-09
11111.1,0.0216623,0.0213323,,,,,,0.021662349,0.021332273,-4.9235E-08,2.72945E-08
11131.1,0.0216237,0.0212948,,,,,,0.021623799,0.021294887,-9.85462E-08,-8.68721E-08
11151.2,0.0215853,0.0212575,,,,,,0.021585193,0.021257446,1.06901E-07,5.40971E-08
11171.2,0.021547,0.0212204,,,,,,0.021546916,0.021220322,8.37045E-08,7.83434E-08
11191.2,0.0215088,0.0211833,,,,,,0.021508775,0.021183327,2.49965E-08,-2.68527E-08
11211.2,0.0214707,0.0211464,,,,,,0.021470769,0.021146461,-6.85047E-08,-6.08155E-08
11231.2,0.0214328,0.0211097,,,,,,0.021432896,0.021109723,-9.60857E-08,-2.28737E-08
11251.3,0.0213951,0.021073,,,,,,0.021394969,0.02107293,1.31323E-07,7.03725E-08
11271.3,0.0213574,0.0210365,,,,,,0.021357363,0.021036447,3.70404E-08,5.34859E-08
11291.3,0.0213199,0.0210001,,,,,,0.021319889,0.02100009,1.07914E-08,1.04926E-08
11311.3,0.0212825,0.0209638,,,,,,0.021282547,0.020963858,-4.67307E-08,-5.79546E-08
11331.3,0.0212453,0.0209277,,,,,,0.021245335,0.020927751,-3.48373E-08,-5.12074E-08
11351.4,0.0212082,0.0208917,,,,,,0.021208068,0.020891589,1.3224E-07,1.1098E-07
11371.4,0.0211712,0.0208558,,,,,,0.021171116,0.020855731,8.43668E-08,6.94265E-08
11391.4,0.0211343,0.02082,,,,,,0.021134292,0.020819995,7.94935E-09,4.98868E-09
11411.4,0.0210976,0.0207844,,,,,,0.021097596,0.020784382,3.65743E-09,1.8297E-08
11431.4,0.021061,0.0207488,,,,,,0.021061028,0.02074889,-2.7844E-08,-9.00222E-08
11451.5,0.0210245,0.0207134,,,,,,0.021024404,0.020713343,9.59982E-08,5.72034E-08
11471.5,0.0209881,0.0206781,,,,,,0.020988089,0.020678093,1.14263E-08,6.89039E-09
11491.5,0.0209519,0.020643,,,,,,0.020951898,0.020642963,1.61545E-09,3.68063E-08
11511.5,0.0209158,0.0206079,,,,,,0.020915833,0.020607952,-3.27876E-08,-5.24395E-08
11531.5,0.0208798,0.020573,,,,,,0.020879891,0.02057306,-9.11406E-08,-6.02418E-08
11551.6,0.020844,0.0205382,,,,,,0.020843894,0.020538112,1.05977E-07,8.75765E-08
11571.6,0.0208082,0.0205035,,,,,,0.020808199,0.020503456,1.02213E-09,4.38755E-08
11591.6,0.0207726,0.0204689,,,,,,0.020772626,0.020468917,-2.59793E-08,-1.65875E-08
11611.6,0.0207372,0.0204345,,,,,,0.020737174,0.020434493,2.55979E-08,6.77637E-09
11631.6,0.0207018,0.0204001,,,,,,0.020701844,0.020400185,-4.36255E-08,-8.54476E-08
11651.7,0.0206665,0.0203659,,,,,,0.020666457,0.020365822,4.27188E-08,7.79977E-08
11671.7,0.0206314,0.0203318,,,,,,0.020631367,0.020331744,3.31427E-08,5.5767E-08
11691.7,0.0205964,0.0202978,,,,,,0.020596395,0.02029778,4.60551E-09,1.96834E-08
11711.7,0.0205615,0.0202639,,,,,,0.020561542,0.02026393,-4.22887E-08,-2.96837E-08
11731.7,0.0205268,0.0202301,,,,,,0.020526807,0.020230192,-6.94027E-09,-9.17683E-08
11751.8,0.0204921,0.0201965,,,,,,0.020492016,0.020196398,8.40443E-08,1.0184E-07
11771.8,0.0204576,0.0201629,,,,,,0.020457515,0.020162885,8.50802E-08,1.54457E-08
11791.8,0.0204231,0.0201295,,,,,,0.02042313,0.020129482,-2.98628E-08,1.8012E-08
11811.8,0.0203888,0.0200962,,,,,,0.02038886,0.02009619,-6.02009E-08,1.00895E-08
11831.8,0.0203547,0.020063,,,,,,0.020354705,0.020063008,-5.35431E-09,-7.77448E-09
11851.9,0.0203206,0.0200298,,,,,,0.020320495,0.02002977,1.0517E-07,3.00534E-08
11871.9,0.0202866,0.0199969,,,,,,0.020286568,0.019996807,3.15437E-08,9.33909E-08
11891.9,0.0202528,0.019964,,,,,,0.020252755,0.019963952,4.48215E-08,4.841E-08
11911.9,0.020219,0.0199312,,,,,,0.020219054,0.019931204,-5.44319E-08,-4.35636E-09
11931.9,0.0201854,0.0198985,,,,,,0.020185466,0.019898564,-6.56557E-08,-6.43786E-08
11952,0.0201519,0.0198659,,,,,,0.020151821,0.019865869,7.88151E-08,3.12682E-08
11972,0.0201185,0.0198335,,,,,,0.020118455,0.019833442,4.47654E-08,5.77793E-08
11992,0.0200852,0.0198011,,,,,,0.0200852,0.019801121,4.08231E-10,-2.13951E-08
12012,0.020052,0.0197689,,,,,,0.020052054,0.019768906,-5.37101E-08,-5.73894E-09
12032,0.020019,0.0197367,,,,,,0.020019017,0.019736795,-1.70472E-08,-9.47398E-08
12052.1,0.019986,0.0197047,,,,,,0.019985925,0.019704628,7.53037E-08,7.18849E-08
12072.1,0.0199532,0.0196728,,,,,,0.019953105,0.019672725,9.4603E-08,7.45772E-08
12092.1,0.0199204,0.0196409,,,,,,0.019920394,0.019640926,6.29253E-09,-2.58674E-08
12112.1,0.0198878,0.0196092,,,,,,0.019887789,0.019609229,1.09006E-08,-2.89496E-08
12132.1,0.0198552,0.0195776,,,,,,0.019855291,0.019577634,-9.10479E-08,-3.41732E-08
12152.2,0.0198228,0.0195461,,,,,,0.019822737,0.019545984,6.26632E-08,1.16166E-07
12172.2,0.0197905,0.0195146,,,,,,0.019790451,0.019514592,4.86365E-08,7.63022E-09
12192.2,0.0197583,0.0194833,,,,,,0.01975827,0.019483302,2.96103E-08,-1.575E-09
12212.2,0.0197262,0.0194521,,,,,,0.019726194,0.019452111,6.09584E-09,-1.09665E-08
12232.2,0.0196942,0.019421,,,,,,0.019694221,0.01942102,-2.13987E-08,-2.00638E-08
12252.3,0.0196623,0.0193899,,,,,,0.019662193,0.019389874,1.06717E-07,2.63202E-08
12272.3,0.0196305,0.019359,,,,,,0.019630428,0.019358981,7.226E-08,1.87475E-08
12292.3,0.0195988,0.0193282,,,,,,0.019598765,0.019328187,3.53295E-08,1.28942E-08
12312.3,0.0195672,0.0192975,,,,,,0.019567204,0.019297491,-3.57895E-09,9.22855E-09
12332.3,0.0195357,0.0192668,,,,,,0.019535744,0.019266892,-4.39735E-08,-9.17842E-08
12352.4,0.0195043,0.0192363,,,,,,0.019504229,0.019236237,7.11745E-08,6.25861E-08
12372.4,0.019473,0.0192059,,,,,,0.019472971,0.019205832,2.87693E-08,6.77823E-08
12392.4,0.0194418,0.0191755,,,,,,0.019441814,0.019175523,-1.36629E-08,-2.2988E-08
12412.4,0.0194107,0.0191453,,,,,,0.019410756,0.019145309,-5.56427E-08,-9.27126E-09
12432.4,0.0193797,0.0191151,,,,,,0.019379797,0.019115191,-9.66937E-08,-9.06166E-08
12452.5,0.0193489,0.0190851,,,,,,0.019348782,0.019085017,1.17712E-07,8.3307E-08
12472.5,0.0193181,0.0190551,,,,,,0.019318021,0.019055087,7.94458E-08,1.27087E-08
12492.5,0.0192874,0.0190253,,,,,,0.019287356,0.019025252,4.35215E-08,4.83858E-08
12512.5,0.0192568,0.0189955,,,,,,0.01925679,0.018995509,1.04034E-08,-9.22203E-09
12532.5,0.0192263,0.0189658,,,,,,0.019226319,0.01896586,-1.94471E-08,-5.9678E-08
12552.6,0.0191959,0.0189362,,,,,,0.019195794,0.018936155,1.06057E-07,4.50062E-08
12572.6,0.0191656,0.0189067,,,,,,0.019165516,0.01890669,8.36358E-08,9.69469E-09
12592.6,0.0191353,0.0188773,,,,,,0.019135334,0.018877317,-3.41485E-08,-1.71686E-08
12612.6,0.0191052,0.018848,,,,,,0.019105247,0.018848035,-4.68464E-08,-3.51576E-08
12632.6,0.0190752,0.0188188,,,,,,0.019075254,0.018818844,-5.40109E-08,-4.3849E-08
12652.7,0.0190453,0.0187897,,,,,,0.019045206,0.018789598,9.40608E-08,1.02457E-07
12672.7,0.0190154,0.0187606,,,,,,0.019015401,0.018760587,-1.17395E-09,1.31723E-08
12692.7,0.0189857,0.0187317,,,,,,0.01898569,0.018731666,1.04512E-08,3.4442E-08
12712.7,0.0189561,0.0187028,,,,,,0.018956071,0.018702833,2.93722E-08,-3.33211E-08
12732.7,0.0189265,0.018674,,,,,,0.018926544,0.01867409,-4.39779E-08,-8.97064E-08
12752.8,0.018897,0.0186454,,,,,,0.018896962,0.018645291,3.77756E-08,1.0875E-07
12772.8,0.0188677,0.0186168,,,,,,0.018867619,0.018616724,8.07164E-08,7.59039E-08
12792.8,0.0188384,0.0185883,,,,,,0.018838367,0.018588244,3.26717E-08,5.56539E-08
12812.8,0.0188092,0.0185598,,,,,,0.018809206,0.018559852,-5.93573E-09,-5.15994E-08
12832.8,0.0187801,0.0185315,,,,,,0.018780135,0.018531545,-3.46861E-08,-4.54578E-08
12852.9,0.0187511,0.0185033,,,,,,0.018751008,0.018503185,9.15207E-08,1.15358E-07
12872.9,0.0187222,0.0184751,,,,,,0.018722117,0.018475051,8.32883E-08,4.90456E-08
12892.9,0.0186933,0.018447,,,,,,0.018693314,0.018447003,-1.38407E-08,-2.69015E-09
12912.9,0.0186646,0.018419,,,,,,0.018664599,0.018419039,5.43421E-10,-3.94609E-08
12932.9,0.0186359,0.0183911,,,,,,0.018635973,0.018391161,-7.31523E-08,-6.08806E-08
12953,0.0186074,0.0183633,,,,,,0.018607292,0.018363228,1.0795E-07,7.21952E-08
12973,0.0185789,0.0183356,,,,,,0.018578841,0.018335518,5.88712E-08,8.22083E-08
12993,0.0185505,0.0183079,,,,,,0.018550477,0.018307891,2.29207E-08,8.71896E-09
13013,0.0185222,0.0182803,,,,,,0.0185222,0.018280348,4.96224E-10,-4.78961E-08
13033,0.018494,0.0182528,,,,,,0.018494008,0.018252887,-8.00738E-09,-8.72622E-08
13053.1,0.0184658,0.0182254,,,,,,0.018465762,0.018225372,3.81167E-08,2.76778E-08
13073.1,0.0184378,0.0181981,,,,,,0.018437742,0.018198076,5.82043E-08,2.35153E-08
13093.1,0.0184098,0.0181709,,,,,,0.018409807,0.018170862,-6.61511E-09,3.7714E-08
13113.1,0.0183819,0.0181437,,,,,,0.018381956,0.018143729,-5.59562E-08,-2.93605E-08
13133.1,0.0183541,0.0181166,,,,,,0.018354189,0.018116677,-8.94358E-08,-7.73445E-08
13153.2,0.0183264,0.0180896,,,,,,0.018326368,0.018089571,3.15306E-08,2.87789E-08
13173.2,0.0182988,0.0180627,,,,,,0.01829877,0.01806268,3.04975E-08,1.96576E-08
13193.2,0.0182713,0.0180359,,,,,,0.018271254,0.018035869,4.6463E-08,3.07063E-08
13213.2,0.0182438,0.0180091,,,,,,0.01824382,0.018009138,-2.01992E-08,-3.77202E-08
13233.2,0.0182164,0.0179824,,,,,,0.018216469,0.017982485,-6.91173E-08,-8.52691E-08
13253.3,0.0181891,0.0179558,,,,,,0.018189064,0.017955779,3.62188E-08,2.10816E-08
13273.3,0.0181619,0.0179293,,,,,,0.018161877,0.017929284,2.34879E-08,1.59472E-08
13293.3,0.0181348,0.0179029,,,,,,0.01813477,0.017902867,2.96045E-08,3.27382E-08
13313.3,0.0181077,0.0178765,,,,,,0.018107745,0.017876528,-4.50687E-08,-2.82006E-08
13333.3,0.0180808,0.0178502,,,,,,0.0180808,0.017850267,-1.70982E-10,-6.65266E-08
13353.4,0.0180539,0.017824,,,,,,0.018053801,0.017823951,9.87797E-08,4.88306E-08
13373.4,0.0180271,0.0177979,,,,,,0.018027017,0.017797844,8.34948E-08,5.63669E-08
13393.4,0.0180003,0.0177718,,,,,,0.018000311,0.017771812,-1.11482E-08,-1.24667E-08
13413.4,0.0179737,0.0177458,,,,,,0.017973685,0.017745857,1.52028E-08,-5.73356E-08
13433.4,0.0179471,0.0177199,,,,,,0.017947137,0.017719978,-3.71022E-08,-7.79072E-08
13453.5,0.0179206,0.0176941,,,,,,0.017920536,0.017694045,6.44357E-08,5.49807E-08
13473.5,0.0178942,0.0176684,,,,,,0.017894145,0.017668316,5.54719E-08,8.36197E-08
13493.5,0.0178678,0.0176427,,,,,,0.017867831,0.017642662,-3.11082E-08,3.7544E-08
13513.5,0.0178416,0.0176171,,,,,,0.017841595,0.017617083,5.0373E-09,1.70787E-08
13533.5,0.0178154,0.0175915,,,,,,0.017815436,0.017591577,-3.57517E-08,-7.74532E-08
13553.6,0.0177893,0.0175661,,,,,,0.017789223,0.017566019,7.70839E-08,8.12434E-08
13573.6,0.0177633,0.0175407,,,,,,0.017763217,0.017540661,8.30571E-08,3.9174E-08
13593.6,0.0177373,0.0175154,,,,,,0.017737287,0.017515376,1.31053E-08,2.39976E-08
13613.6,0.0177114,0.0174901,,,,,,0.017711432,0.017490164,-3.24395E-08,-6.39698E-08
13633.6,0.0176856,0.017465,,,,,,0.017685653,0.017465024,-5.32472E-08,-2.44145E-08
13653.7,0.0176599,0.0174399,,,,,,0.017659821,0.017439832,7.93439E-08,6.81318E-08
13673.7,0.0176342,0.0174149,,,,,,0.017634191,0.017414837,8.62058E-09,6.33085E-08
13693.7,0.0176086,0.0173899,,,,,,0.017608636,0.017389913,-3.63852E-08,-1.30596E-08
13713.7,0.0175831,0.017365,,,,,,0.017583155,0.017365061,-5.53511E-08,-6.06658E-08
13733.7,0.0175577,0.0173402,,,,,,0.017557748,0.017340279,-4.79564E-08,-7.92052E-08
13753.8,0.0175323,0.0173155,,,,,,0.017532287,0.017315445,1.26042E-08,5.50029E-08
13773.8,0.0175071,0.0172908,,,,,,0.017507027,0.017290805,7.33102E-08,-4.84554E-09
13793.8,0.0174818,0.0172662,,,,,,0.017481839,0.017266235,-3.86709E-08,-3.4721E-08
13813.8,0.0174567,0.0172417,,,,,,0.017456723,0.017241734,-2.30258E-08,-3.43253E-08
13833.8,0.0174316,0.0172173,,,,,,0.017431679,0.017217303,-7.9443E-08,-3.3622E-09
13853.9,0.0174066,0.0171929,,,,,,0.017406583,0.01719282,1.70666E-08,8.00991E-08
13873.9,0.0173817,0.0171686,,,,,,0.017381683,0.017168527,1.70956E-08,7.27362E-08
13893.9,0.0173569,0.0171443,,,,,,0.017356854,0.017144303,4.59876E-08,-3.17852E-09
13913.9,0.0173321,0.0171201,,,,,,0.017332096,0.017120147,4.04704E-09,-4.73553E-08
13933.9,0.0173074,0.017096,,,,,,0.017307408,0.01709606,-8.42344E-09,-5.95061E-08
13954,0.0172827,0.017072,,,,,,0.017282668,0.017071919,3.17877E-08,8.05869E-08
13974,0.0172582,0.017048,,,,,,0.017258121,0.017047967,7.88097E-08,3.30099E-08
13994,0.0172337,0.0170241,,,,,,0.017233644,0.017024082,5.62009E-08,1.83151E-08
14014,0.0172092,0.0170002,,,,,,0.017209236,0.017000263,-3.57426E-08,-6.32159E-08
14034,0.0171849,0.0169765,,,,,,0.017184897,0.016976511,3.27325E-09,-1.13028E-08
14054.1,0.0171606,0.0169528,,,,,,0.017160505,0.016952707,9.47201E-08,9.2595E-08
14074.1,0.0171363,0.0169291,,,,,,0.017136304,0.016929088,-3.81102E-09,1.19011E-08
14094.1,0.0171122,0.0169055,,,,,,0.017112171,0.016905535,2.94913E-08,-3.45164E-08
14114.1,0.0170881,0.016882,,,,,,0.017088105,0.016882046,-5.08534E-09,-4.63834E-08
14134.1,0.0170641,0.0168586,,,,,,0.017064107,0.016858623,-7.25499E-09,-2.34276E-08
14154.2,0.0170401,0.0168352,,,,,,0.017040057,0.016835149,4.27507E-08,5.12496E-08
14174.2,0.0170162,0.0168119,,,,,,0.017016194,0.016811856,5.91215E-09,4.43399E-08
14194.2,0.0169924,0.0167886,,,,,,0.016992398,0.016788627,2.33036E-09,-2.69373E-08
14214.2,0.0169687,0.0167654,,,,,,0.016968668,0.016765462,3.22849E-08,-6.23157E-08
14234.2,0.016945,0.0167423,,,,,,0.016945004,0.016742362,-3.94603E-09,-6.15302E-08
14254.3,0.0169213,0.0167193,,,,,,0.016921288,0.016719209,1.17381E-08,9.07095E-08
14274.3,0.0168978,0.0166963,,,,,,0.016897756,0.016696236,4.36366E-08,6.42959E-08
14294.3,0.0168743,0.0166733,,,,,,0.01687429,0.016673325,1.01757E-08,-2.51663E-08
14314.3,0.0168509,0.0166505,,,,,,0.016850888,0.016650477,1.16276E-08,2.25821E-08
14334.3,0.0168275,0.0166277,,,,,,0.016827552,0.016627692,-5.17375E-08,7.79875E-09
14354.4,0.0168042,0.0166049,,,,,,0.016804163,0.016604856,3.65481E-08,4.41988E-08
14374.4,0.016781,0.0165822,,,,,,0.016780956,0.016582195,4.40337E-08,4.81036E-09
14394.4,0.0167578,0.0165596,,,,,,0.016757812,0.016559596,-1.24939E-08,3.65641E-09
14414.4,0.0167347,0.016537,,,,,,0.016734733,0.016537059,-3.27704E-08,-5.90109E-08
14434.4,0.0167117,0.0165145,,,,,,0.016711717,0.016514583,-1.65326E-08,-8.29406E-08
14454.5,0.0166887,0.0164921,,,,,,0.016688649,0.016492056,5.10877E-08,4.40389E-08
14474.5,0.0166658,0.0164697,,,,,,0.016665759,0.016469702,4.08231E-08,-1.97206E-09
14494.5,0.0166429,0.0164474,,,,,,0.016642932,0.016447409,-3.21455E-08,-8.50002E-09
14514.5,0.0166202,0.0164252,,,,,,0.016620168,0.016425175,3.24393E-08,2.47005E-08
14534.5,0.0165974,0.016403,,,,,,0.016597465,0.016403002,-6.51668E-08,-2.12651E-09
14554.6,0.0165748,0.0163808,,,,,,0.016574712,0.016380778,8.83379E-08,2.1679E-08
14574.6,0.0165522,0.0163588,,,,,,0.016552133,0.016358725,6.68046E-08,7.5227E-08
14594.6,0.0165296,0.0163367,,,,,,0.016529616,0.016336731,-1.61589E-08,-3.05269E-08
14614.6,0.0165071,0.0163148,,,,,,0.01650716,0.016314795,-6.03023E-08,4.65631E-09
14634.6,0.0164847,0.0162929,,,,,,0.016484765,0.016292919,-6.53765E-08,-1.89859E-08
14654.7,0.0164624,0.016271,,,,,,0.01646232,0.016270992,8.03854E-08,7.72485E-09
14674.7,0.0164401,0.0162493,,,,,,0.016440046,0.016249233,5.38896E-08,6.68484E-08
14694.7,0.0164178,0.0162275,,,,,,0.016417833,0.016227532,-3.27968E-08,-3.21472E-08
14714.7,0.0163957,0.0162059,,,,,,0.016395679,0.016205889,2.05698E-08,1.09708E-08
14734.7,0.0163735,0.0161843,,,,,,0.016373586,0.016184304,-8.57682E-08,-3.56643E-09
14754.8,0.0163515,0.0161627,,,,,,0.016351442,0.016162668,5.84521E-08,3.19675E-08
14774.8,0.0163295,0.0161412,,,,,,0.016329467,0.016141197,3.3131E-08,2.52346E-09
14794.8,0.0163076,0.0161198,,,,,,0.016307551,0.016119784,4.88257E-08,1.61119E-08
14814.8,0.0162857,0.0160984,,,,,,0.016285694,0.016098427,5.77338E-09,-2.70407E-08
14834.8,0.0162639,0.0160771,,,,,,0.016263896,0.016077127,4.20986E-09,-2.67091E-08
14854.9,0.0162421,0.0160558,,,,,,0.016242047,0.016055777,5.29246E-08,2.34097E-08
14874.9,0.0162204,0.0160346,,,,,,0.016220365,0.016034589,3.47518E-08,1.11008E-08
14894.9,0.0161987,0.0160135,,,,,,0.016198741,0.016013457,-4.12309E-08,4.29456E-08
14914.9,0.0161772,0.0159924,,,,,,0.016177175,0.015992381,2.52075E-08,1.91648E-08
14934.9,0.0161556,0.0159713,,,,,,0.016155666,0.01597136,-6.57033E-08,-6.00224E-08
14955,0.0161342,0.0159503,,,,,,0.016134107,0.01595029,9.33817E-08,1.02922E-08
14975,0.0161127,0.0159294,,,,,,0.016112712,0.015929379,-1.18275E-08,2.06716E-08
14995,0.0160914,0.0159085,,,,,,0.016091374,0.015908524,2.62969E-08,-2.37031E-08
15015,0.0160701,0.0158877,,,,,,0.016070092,0.015887723,7.97974E-09,-2.26171E-08
15035,0.0160488,0.0158669,,,,,,0.016048867,0.015866976,-6.65554E-08,-7.58567E-08
15055.1,0.0160276,0.0158462,,,,,,0.016027591,0.01584618,8.62104E-09,2.01182E-08
15075.1,0.0160065,0.0158256,,,,,,0.016006478,0.015825541,2.20379E-08,5.85949E-08
15095.1,0.0159854,0.015805,,,,,,0.01598542,0.015804957,-2.00981E-08,4.33813E-08
15115.1,0.0159644,0.0157844,,,,,,0.015964418,0.015784425,-1.75682E-08,-2.53134E-08
15135.1,0.0159434,0.0157639,,,,,,0.01594347,0.015763947,-7.01544E-08,-4.72809E-08
15155.2,0.0159225,0.0157435,,,,,,0.015922473,0.01574342,2.66848E-08,7.96777E-08
15175.2,0.0159017,0.0157231,,,,,,0.015901636,0.015723048,6.42422E-08,5.15207E-08
15195.2,0.0158809,0.0157027,,,,,,0.015880853,0.015702729,4.73312E-08,-2.929E-08
15215.2,0.0158601,0.0156824,,,,,,0.015860124,0.015682463,-2.38351E-08,-6.25507E-08
15235.2,0.0158394,0.0156622,,,,,,0.015839449,0.015662248,-4.90443E-08,-4.80586E-08
15255.3,0.0158188,0.015642,,,,,,0.015818725,0.015641985,7.48843E-08,1.507E-08
15275.3,0.0157982,0.0156219,,,,,,0.015798158,0.015621875,4.19536E-08,2.54134E-08
15295.3,0.0157776,0.0156018,,,,,,0.015777644,0.015601816,-4.43892E-08,-1.58871E-08
15315.3,0.0157572,0.0155818,,,,,,0.015757184,0.015581809,1.60637E-08,-8.63291E-09
15335.3,0.0157367,0.0155618,,,,,,0.015736776,0.015561853,-7.64808E-08,-5.26263E-08
15355.4,0.0157164,0.0155419,,,,,,0.01571632,0.015541848,7.98237E-08,5.17263E-08
15375.4,0.015696,0.015522,,,,,,0.015696018,0.015521994,-1.83625E-08,5.57293E-09
15395.4,0.0156758,0.0155022,,,,,,0.015675769,0.015502191,3.10686E-08,8.7599E-09
15415.4,0.0156556,0.0154824,,,,,,0.015655572,0.015482439,2.83194E-08,-3.85192E-08
15435.4,0.0156354,0.0154627,,,,,,0.015635426,0.015462736,-2.64086E-08,-3.60716E-08
15455.5,0.0156153,0.015443,,,,,,0.015615233,0.015442986,6.74226E-08,1.44307E-08
15475.5,0.0155952,0.0154234,,,,,,0.015595191,0.015423383,9.0796E-09,1.66567E-08
15495.5,0.0155752,0.0154038,,,,,,0.015575201,0.015403831,-6.43099E-10,-3.08176E-08
15515.5,0.0155552,0.0153843,,,,,,0.015555262,0.015384328,-6.15482E-08,-2.78034E-08
15535.5,0.0155353,0.0153648,,,,,,0.015535373,0.015364874,-7.34394E-08,-7.41129E-08
15555.6,0.0155155,0.0153454,,,,,,0.015515437,0.015345373,6.29379E-08,2.73405E-08
15575.6,0.0154957,0.015326,,,,,,0.015495651,0.015326017,4.9407E-08,-1.73008E-08
15595.6,0.0154759,0.0153067,,,,,,0.015475915,0.015306711,-1.45262E-08,-1.07072E-08
15615.6,0.0154562,0.0152874,,,,,,0.015456229,0.015287453,-2.86691E-08,-5.26944E-08
15635.6,0.0154366,0.0152682,,,,,,0.015436593,0.015268243,7.16949E-09,-4.30793E-08
15655.7,0.015417,0.015249,,,,,,0.015416909,0.015248986,9.09852E-08,1.40064E-08
15675.7,0.0153974,0.0152299,,,,,,0.015397373,0.015229873,2.71093E-08,2.71319E-08
15695.7,0.0153779,0.0152108,,,,,,0.015377886,0.015210808,1.37842E-08,-7.59544E-09
15715.7,0.0153584,0.0151918,,,,,,0.015358449,0.01519179,-4.88026E-08,1.00037E-08
15735.7,0.015339,0.0151728,,,,,,0.01533906,0.01517282,-6.04646E-08,-1.98919E-08
15755.8,0.0153197,0.0151538,,,,,,0.015319624,0.015153803,7.55586E-08,-2.60941E-09
15775.8,0.0153004,0.015135,,,,,,0.015300334,0.015134927,6.60591E-08,7.28022E-08
15795.8,0.0152811,0.0151161,,,,,,0.015281092,0.015116099,8.03942E-09,1.25019E-09
15815.8,0.0152619,0.0150973,,,,,,0.015261898,0.015097317,1.68239E-09,-1.70902E-08
15835.8,0.0152427,0.0150785,,,,,,0.015242753,0.015078582,-5.28301E-08,-8.2045E-08
15855.9,0.0152236,0.0150598,,,,,,0.01522356,0.0150598,4.00503E-08,-1.14045E-10
15875.9,0.0152045,0.0150412,,,,,,0.01520451,0.015041158,-1.04695E-08,4.19908E-08
15895.9,0.0151855,0.0150226,,,,,,0.015185509,0.015022562,-8.60351E-09,3.79997E-08
15915.9,0.0151665,0.015004,,,,,,0.015166554,0.015004012,-5.41735E-08,-1.19167E-08
15935.9,0.0151476,0.0149855,,,,,,0.015147647,0.014985508,-4.70021E-08,-7.58847E-09
15956,0.0151287,0.014967,,,,,,0.015128693,0.014966957,7.26972E-09,4.3333E-08
15976,0.0151099,0.0149486,,,,,,0.01510988,0.014948544,2.02186E-08,5.64302E-08
15996,0.0150911,0.0149302,,,,,,0.015091114,0.014930176,-1.35632E-08,2.42777E-08
16016,0.0150724,0.0149118,,,,,,0.015072394,0.014911853,6.09805E-09,-5.2958E-08
16036,0.0150537,0.0148935,,,,,,0.015053721,0.014893575,-2.06245E-08,-7.5111E-08
16056.1,0.015035,0.0148753,,,,,,0.015035001,0.014875251,-5.39097E-10,4.90368E-08
16076.1,0.0150164,0.0148571,,,,,,0.01501642,0.014857063,-1.97433E-08,3.73205E-08
16096.1,0.0149979,0.0148389,,,,,,0.014997885,0.014838919,1.51835E-08,-1.88199E-08
16116.1,0.0149794,0.0148208,,,,,,0.014979396,0.014820819,4.41101E-09,-1.92218E-08
16136.1,0.0149609,0.0148027,,,,,,0.014960952,0.014802764,-5.1892E-08,-6.37235E-08
16156.2,0.0149425,0.0147847,,,,,,0.014942462,0.014784662,3.83204E-08,3.77837E-08
16176.2,0.0149241,0.0147667,,,,,,0.014924109,0.014766695,-8.76609E-09,5.34615E-09
16196.2,0.0149058,0.0147488,,,,,,0.014905801,0.014748771,-8.80831E-10,2.92902E-08
16216.2,0.0148875,0.0147309,,,,,,0.014887538,0.01473089,-3.78583E-08,9.7745E-09
16236.2,0.0148693,0.014713,,,,,,0.01486932,0.014713053,-1.95338E-08,-5.30431E-08
16256.3,0.0148511,0.0146952,,,,,,0.014851055,0.01469517,4.50139E-08,2.98567E-08
16276.3,0.0148329,0.0146774,,,,,,0.014832926,0.014677419,-2.57882E-08,-1.93086E-08
16296.3,0.0148148,0.0146597,,,,,,0.014814841,0.014659711,-4.07982E-08,-1.1306E-08
16316.3,0.0147968,0.014642,,,,,,0.0147968,0.014642046,1.45327E-10,-4.59805E-08
16336.3,0.0147788,0.0146244,,,,,,0.014778803,0.014624423,-2.79683E-09,-2.31781E-08
16356.4,0.0147608,0.0146068,,,,,,0.01476076,0.014606755,4.01923E-08,4.50504E-08
16376.4,0.0147429,0.0145892,,,,,,0.01474285,0.014589217,4.97403E-08,-1.69448E-08
16396.4,0.014725,0.0145717,,,,,,0.014724984,0.014571721,1.58809E-08,-2.10045E-08
